,StoreID,CreationDate,StoreName,StoreAddress,ZCTA,ZIPcode,BoroName,latitude,longitude,Xcoord,Ycoord,Census.2010.PUMA,CD.Code,Census.CD.Name,beef_type,beef_price_1lb,beef_price_1lb_imp,bread_type,bread_price_loaf,bread_price_loaf_imp,tomato_type,tomato_price,tomato_price_imp,potato_type,potato_price,potato_price_imp,orange_type,orange_price,orange_price_imp,lettuce_type,lettuce_price,lettuce_price_imp,milk_type,milk_price,milk_price_imp,strawberries_type,strawberries_price,strawberries_price_imp,banana_type,banana_price,banana_price_imp,eggs_type,eggs_price,eggs_price_imp,missingvalues,SFB,SFB_imp
53,FM0000496336,3/18/2019 18:15,Key Food,1232 NOSTRAND AVENUE,11225,11225,BROOKLYN,40.65697,-73.950245,998055,178632,3604011,309,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",A,4.987179487,4.987179487,P,1.79,1.79,A,1.99,1.99,P,0.99,0.99,A,0.5,0.5,P,1.79,1.79,P,2.39,2.39,P,2.99,2.99,P,0.69,0.69,P,2.99,2.99,0,21.10717949,21.10717949
54,FM0000512135,4/1/2019 20:42,Key Food,3550 BROADWAY,10031,10031,MANHATTAN,40.826787,-73.950176,998039,240502,3603802,109,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",P,5.99,5.99,P,1.79,1.79,P,2.99,2.99,P,0.99,0.99,A,0.5,0.5,P,2.99,2.99,P,2.69,2.69,P,4.99,4.99,P,0.89,0.89,P,2.89,2.89,0,26.71,26.71
55,FM0000515735,4/24/2019 19:03,Key Food ,653 NOSTRAND AVENUE,11216,11216,BROOKLYN,40.674827,-73.950023,998113,185138,3604006,308,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",A,5.988888889,5.988888889,P,1.79,1.79,P,2.99,2.99,P,0.99,0.99,A,1,1,P,1.99,1.99,P,2.39,2.39,P,2.5,2.5,M,,0.87269448,P,1.69,1.69,1,,22.20158337
56,FM0000530353,5/17/2019 16:41,Fine Fare Supermarkets,136 LENOX AVENUE,10026,10026,MANHATTAN,40.802477,-73.949338,998276,231645,3603803,110,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",P,6.99,6.99,P,2.39,2.39,P,2.99,2.99,A,0.5,0.5,A,1,1,P,1.99,1.99,P,2.69,2.69,P,2.5,2.5,P,0.5,0.5,P,1.99,1.99,0,23.54,23.54
57,FM0000534980,4/10/2019 19:47,Bravo Supermarket,1299 FULTON STREET,11216,11216,BROOKLYN,40.680374,-73.949117,998363,187159,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",P,5.99,5.99,P,2.5,2.5,A,0.99,0.99,P,0.63,0.63,A,0.8,0.8,A,,1.319584389,P,2.29,2.29,P,3.99,3.99,P,0.79,0.79,P,2.39,2.39,1,,21.68958439
58,FM0000545563,7/30/2019 17:40,Key Food,575 GRAND STREET,11211,11211,BROOKLYN,40.711203,-73.948599,998500,198391,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,5.29,5.29,P,1.89,1.89,P,2.99,2.99,P,0.99,0.99,A,1.666666667,1.666666667,P,2,2,P,2.59,2.59,P,3.98,3.98,P,0.79,0.79,P,1.5,1.5,0,23.68666667,23.68666667
59,FM0000545564,3/14/2019 20:02,Key Food ,575 GRAND STREET,11211,11211,BROOKLYN,40.711203,-73.948599,998500,198391,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,5.49,5.49,P,1.79,1.79,P,2.99,2.99,P,0.89,0.89,A,1,1,P,2.5,2.5,P,2.49,2.49,P,4.59,4.59,P,0.79,0.79,P,2.39,2.39,0,24.92,24.92
60,FM0000559277,4/1/2019 20:42,Foodtown ,2463 FREDERICK DOUGLASS BOULEVARD,10027,10027,MANHATTAN,40.81449,-73.948028,998636,236022,3603803,110,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",P,7.59,7.59,P,2.5,2.5,P,2.49,2.49,P,0.99,0.99,A,1.25,1.25,A,1.163333333,1.163333333,P,2.19,2.19,P,3.99,3.99,P,0.79,0.79,P,1.79,1.79,0,24.74333333,24.74333333
61,FM0000566486,3/21/2019 18:45,Key Food,44-65 21 STREET,11101,11101,QUEENS,40.747812,-73.947442,998813,211729,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",A,3.190839695,3.190839695,P,2.49,2.49,P,1.99,1.99,A,0.598,0.598,A,1.25,1.25,A,,1.990767577,P,2.79,2.79,P,2.99,2.99,P,0.79,0.79,P,3.49,3.49,1,,21.56960727
62,FM0000571854,4/24/2019 19:02,Key Food,2326 NOSTRAND AVENUE,11210,11210,BROOKLYN,40.628022,-73.947122,998928,168086,3604015,314,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",P,4.99,4.99,P,1.79,1.79,P,1.99,1.99,P,0.99,0.99,A,0.5,0.5,P,1.69,1.69,P,2.49,2.49,P,3.33,3.33,P,0.49,0.49,P,1.49,1.49,0,19.75,19.75
63,FM0000583693,7/30/2019 18:11,Ozzie's Fresh Market,635 GRAND STREET,11211,11211,BROOKLYN,40.711386,-73.946695,999028,198458,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,6.29,6.29,P,1.99,1.99,P,2.49,2.49,A,0.599,0.599,A,0.99,0.99,P,0.98,0.98,P,2.59,2.59,P,3.49,3.49,P,0.79,0.79,P,2,2,0,22.209,22.209
64,FM0000596843,4/1/2019 20:41,Fine Fare Supermarkets,1718 MADISON AVENUE,10029,10029,MANHATTAN,40.798265,-73.94612,999168,230111,3603804,111,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",A,6.985074627,6.985074627,P,1.99,1.99,P,3,3,P,0.99,0.99,A,0.333333333,0.333333333,A,1.33,1.33,P,2.49,2.49,P,2.99,2.99,P,0.79,0.79,P,1.89,1.89,0,22.78840796,22.78840796
65,FM0000606706,3/27/2019 18:33,Whole Foods Market,100 WEST 125 STREET,10027,10027,MANHATTAN,40.807877,-73.945747,999269,233613,3603803,110,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",P,10.99,10.99,P,2.99,2.99,P,1.99,1.99,P,0.79,0.79,P,0.559375,0.559375,P,2.49,2.49,P,2.39,2.39,P,3.49,3.49,P,0.49,0.49,P,2.99,2.99,0,29.169375,29.169375
66,FM0000613123,3/14/2019 18:40,Busy Bee Food Exchange ,185 NASSAU AVENUE,11222,11222,BROOKLYN,40.725455,-73.945727,999293,203584,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",A,5.406779661,5.406779661,P,2.99,2.99,M,,0.719806833,P,0.69,0.69,A,0.85,0.85,A,1.163333333,1.163333333,P,2.59,2.59,M,,1.648061933,M,,0.634059834,P,1.99,1.99,3,,18.68204159
67,FM0000623989,3/21/2019 17:30,Fine Fare Supermarkets ,10-07 41 AVENUE,11101,11101,QUEENS,40.755617,-73.945577,999328,214573,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.99,5.99,P,2.5,2.5,A,1.29,1.29,P,0.99,0.99,A,0.8,0.8,M,,1.287417805,P,2.69,2.69,M,,5.159377754,P,0.59,0.59,P,2.29,2.29,2,,23.58679556
68,FM0000630124,4/10/2019 19:47,Super Foodtown,1420 FULTON STREET,11216,11216,BROOKLYN,40.6801,-73.944322,999693,187060,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",P,5.99,5.99,P,2.49,2.49,P,1.98,1.98,P,1.29,1.29,A,0.666666667,0.666666667,P,1.99,1.99,P,2.69,2.69,P,3.99,3.99,P,0.79,0.79,P,2.29,2.29,0,24.16666667,24.16666667
69,FM0000640940,7/30/2019 19:11,C-Town,330 VIA VESPUCCI,11211,11211,BROOKLYN,40.714034,-73.944294,999693,199423,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,6.99,6.99,P,2.19,2.19,P,1.99,1.99,P,0.99,0.99,A,1.25,1.25,A,,2.080316504,P,2.99,2.99,P,2.5,2.5,P,0.69,0.69,P,2.19,2.19,1,,23.8603165
70,FM0000654803,4/1/2019 20:42,Foodtown ,756 SAINT NICHOLAS AVENUE,10031,10031,MANHATTAN,40.826046,-73.943279,999948,240233,3603802,109,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",P,5.99,5.99,P,2.5,2.5,P,2.49,2.49,P,0.99,0.99,A,0.83,0.83,P,2.99,2.99,P,2.59,2.59,P,3.99,3.99,P,0.69,0.69,P,2.99,2.99,0,26.05,26.05
71,FM0000664829,3/19/2019 19:25,Shop Fair Supermarket,3871 BROADWAY,10032,10032,MANHATTAN,40.836926,-73.942796,1000079,244197,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,5.99,5.99,P,2.5,2.5,P,1.99,1.99,A,0.699,0.699,A,0.25,0.25,P,1.79,1.79,P,2.49,2.49,P,2.49,2.49,P,0.55,0.55,P,2.49,2.49,0,21.239,21.239
72,FM0000669363,7/30/2019 18:39,Bravo Supermarket,769A GRAND STREET,11211,11211,BROOKLYN,40.711782,-73.942532,1000182,198603,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,6.99,6.99,P,2.99,2.99,P,1.49,1.49,P,0.99,0.99,A,0.99,0.99,P,1.99,1.99,P,2.19,2.19,P,2.5,2.5,P,0.49,0.49,P,2.19,2.19,0,22.81,22.81
73,FM0000680726,3/21/2019 18:06,Foodcellar Market,43-18 CRESCENT STREET,11101,11101,QUEENS,40.748661,-73.942363,1000220,212039,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",P,7.99,7.99,P,2.99,2.99,P,1.99,1.99,P,0.99,0.99,A,1.25,1.25,P,2.49,2.49,P,2.79,2.79,P,6.99,6.99,P,0.79,0.79,P,2.99,2.99,0,31.26,31.26
74,FM0000688457,3/14/2019 20:28,Bravo Supermarket ,785 GRAND STREET,11211,11211,BROOKLYN,40.711864,-73.941706,1000411,198633,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,5.99,5.99,P,2.5,2.5,A,0.99,0.99,P,1.29,1.29,A,0.23359375,0.23359375,M,,2.174286992,M,,2.241364026,M,,3.17617778,P,0.69,0.69,P,3.99,3.99,3,,23.27542255
75,FM0000698406,6/7/2019 17:42,City Fresh Market ,57 KINGSLAND AVENUE,11211,11211,BROOKLYN,40.718028,-73.940384,1000776,200879,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",P,6.99,6.99,P,2.99,2.99,P,1.99,1.99,P,1.19,1.19,A,0.5,0.5,P,1.69,1.69,P,2.69,2.69,P,4.99,4.99,P,0.39,0.39,P,2.69,2.69,0,26.11,26.11
76,FM0000704553,4/9/2019 20:10,Aldi,3785 NOSTRAND AVENUE,11235,11235,BROOKLYN,40.59126,-73.940108,1000884,154694,3604016,315,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",P,3.99,3.99,P,1.49,1.49,P,1.46,1.46,P,0.4,0.4,P,0.15625,0.15625,A,1.39,1.39,P,2.19,2.19,P,2.69,2.69,P,0.44,0.44,P,1.99,1.99,0,16.19625,16.19625
77,FM0000721765,3/19/2019 19:25,C-Town,1016 SAINT NICHOLAS AVENUE,10032,10032,MANHATTAN,40.83505,-73.939809,1000906,243514,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,6.09,6.09,P,2.5,2.5,A,1.49,1.49,A,0.499,0.499,A,0.5,0.5,P,1.76,1.76,A,,3.18586321,P,3.99,3.99,P,0.59,0.59,P,2.99,2.99,1,,23.59486321
78,FM0000731608,3/19/2019 19:25,Gristedes,4037 BROADWAY,10032,10032,MANHATTAN,40.842265,-73.939282,1001050,246143,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,4.99,4.99,P,3.99,3.99,P,2.99,2.99,A,1.198,1.198,A,1.666666667,1.666666667,P,2.99,2.99,P,2.69,2.69,P,5.99,5.99,P,0.79,0.79,P,2.89,2.89,0,30.18466667,30.18466667
79,FM0000735149,3/29/2019 18:24,Ideal Food Basket,830 LAFAYETTE AVENUE,11221,11221,BROOKLYN,40.691263,-73.939239,1001100,191128,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",P,4.99,4.99,P,2.99,2.99,P,1.99,1.99,P,1.29,1.29,A,1,1,P,1.67,1.67,P,2.39,2.39,P,3.99,3.99,P,0.79,0.79,P,1.69,1.69,0,22.79,22.79
80,FM0000743642,3/18/2019 21:47,Shop Fair Supermarket ,4121 CHURCH AVENUE,11203,11203,BROOKLYN,40.651348,-73.938767,1001241,176586,3604010,317,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",P,5.49,5.49,P,2.5,2.5,A,1.69,1.69,P,0.89,0.89,A,0.5,0.5,P,1.49,1.49,P,2.69,2.69,M,,1.100963432,P,0.69,0.69,P,1.99,1.99,1,,19.03096343
81,FM0000757567,4/15/2019 18:02,Best Market,19-30 37 AVENUE,11101,11101,QUEENS,40.758938,-73.938542,1001276,215784,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.69,5.69,P,2.5,2.5,P,1.68,1.68,P,0.89,0.89,A,0.666666667,0.666666667,P,1.78,1.78,P,2.39,2.39,P,2.5,2.5,P,0.68,0.68,P,1.79,1.79,0,20.56666667,20.56666667
82,FM0000770013,8/9/2019 18:31,Bravo Supermarket,4138 BROADWAY,10033,10033,MANHATTAN,40.84608,-73.938473,1001273,247533,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,4.99,4.99,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,1,1,P,2.99,2.99,P,2.19,2.19,P,2.5,2.5,P,0.69,0.69,P,1.99,1.99,0,21.32,21.32
83,FM0000770014,3/19/2019 19:25,Bravo Supermarket ,4138 BROADWAY,10033,10033,MANHATTAN,40.84608,-73.938473,1001273,247533,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",A,3.489361702,3.489361702,P,2.49,2.49,P,1.99,1.99,P,0.99,0.99,A,0.2,0.2,A,1.99,1.99,P,2.19,2.19,P,2.99,2.99,P,0.69,0.69,P,1.99,1.99,0,19.0093617,19.0093617
84,FM0000779315,3/19/2019 19:25,Key Food,1239 SAINT NICHOLAS AVENUE,10032,10032,MANHATTAN,40.843373,-73.938088,1001380,246547,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,6.99,6.99,P,2.5,2.5,P,2.99,2.99,P,0.99,0.99,A,0.75,0.75,A,1.23,1.23,P,2.79,2.79,M,,2.853807948,P,0.69,0.69,P,1.99,1.99,1,,23.77380795
85,FM0000782466,4/10/2019 19:47,Fine Fare Supermarkets,476 MARCUS GARVEY BOULEVARD,11216,11216,BROOKLYN,40.680492,-73.937562,1001568,187204,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",P,5.99,5.99,P,1.99,1.99,P,2.99,2.99,P,1.29,1.29,A,1.19,1.19,A,,1.707238883,P,2.89,2.89,M,,2.954329465,P,0.89,0.89,P,2.99,2.99,2,,24.88156835
86,FM0000798613,8/9/2019 17:54, Bravo Supermarket,1331 ST NICHOLAS AVENUE,10033,10033,MANHATTAN,40.846443,-73.935841,1002001,247666,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,5.99,5.99,P,2.5,2.5,P,1.99,1.99,P,1.49,1.49,A,1,1,P,1.49,1.49,P,2.19,2.19,P,1.99,1.99,P,0.69,0.69,P,1.99,1.99,0,21.32,21.32
87,FM0000798623,3/19/2019 19:25,Bravo Supermarket ,1331 SAINT NICHOLAS AVENUE,10033,10033,MANHATTAN,40.846443,-73.935841,1002001,247666,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,4.99,4.99,P,1.99,1.99,P,1.89,1.89,P,0.99,0.99,A,1,1,A,1.69,1.69,P,2.19,2.19,P,2.5,2.5,P,0.69,0.69,P,1.99,1.99,0,19.92,19.92
88,FM0000806256,4/1/2019 20:41,Fine Fare Supermarkets,2330 1 AVENUE,10035,10035,MANHATTAN,40.798278,-73.933731,1002598,230118,3603804,111,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",P,6.39,6.39,P,2.5,2.5,P,3.49,3.49,P,0.99,0.99,A,0.666666667,0.666666667,P,1.99,1.99,P,2.39,2.39,P,3.99,3.99,P,0.89,0.89,P,1.67,1.67,0,24.96666667,24.96666667
89,FM0000810301,3/18/2019 21:47,Ideal Food Basket,4806 CHURCH AVENUE,11203,11203,BROOKLYN,40.651647,-73.932143,1003079,176696,3604010,317,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",P,6.99,6.99,P,1.99,1.99,P,1.49,1.49,P,0.99,0.99,A,0.5,0.5,P,1.99,1.99,P,2.29,2.29,P,3.49,3.49,P,0.69,0.69,P,1.69,1.69,0,22.11,22.11
90,FM0000824553,3/22/2019 17:52,City Fresh Market,21-15 BROADWAY,11106,11106,QUEENS,40.765115,-73.931475,1003232,218036,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,6.99,6.99,P,2.5,2.5,P,1.99,1.99,P,0.89,0.89,A,0.4,0.4,P,2.5,2.5,P,2.59,2.59,P,3.99,3.99,P,0.49,0.49,P,2.19,2.19,0,24.53,24.53
91,FM0000833819,8/6/2019 17:33,Bravo Supermarket,24-18 34 AVENUE,11106,11106,QUEENS,40.761563,-73.931299,1003282,216742,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.39,5.39,P,2.19,2.19,P,1.29,1.29,P,0.99,0.99,A,0.5,0.5,P,1.99,1.99,P,2.49,2.49,P,2,2,P,0.69,0.69,P,1.25,1.25,0,18.78,18.78
92,FM0000843060,3/22/2019 18:22,Key Food,30-13 36 AVENUE,11106,11106,QUEENS,40.756877,-73.930358,1003544,215035,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,6.99,6.99,P,2.5,2.5,A,1.99,1.99,P,0.99,0.99,A,0.598,0.598,A,1.99,1.99,P,2.49,2.49,P,3.99,3.99,M,,0.781716618,P,1.49,1.49,1,,23.80971662
93,FM0000852960,3/22/2019 17:35,Trade Fair,23-55 BROADWAY,11106,11106,QUEENS,40.764299,-73.93,1003641,217739,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.79,5.79,P,2.5,2.5,A,1.49,1.49,P,0.99,0.99,A,0.333333333,0.333333333,A,1.163333333,1.163333333,P,2.49,2.49,P,5.99,5.99,P,0.5,0.5,P,1.59,1.59,0,22.83666667,22.83666667
94,FM0000865548,5/17/2019 17:32,Fine Fare Supermarkets,1617 ST NICHOLAS AVENUE,10040,10040,MANHATTAN,40.855415,-73.929286,1003812,250936,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",P,5.19,5.19,P,2.5,2.5,P,2.99,2.99,P,0.79,0.79,A,1,1,A,,1.943514918,P,2.89,2.89,P,2.5,2.5,P,0.89,0.89,P,1.89,1.89,1,,22.58351492
95,FM0000868568,3/29/2019 18:00,Premier Food Fresh Market,1165 BROADWAY,11221,11221,BROOKLYN,40.69295,-73.928106,1004187,191745,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",P,5.99,5.99,P,2.99,2.99,P,3.99,3.99,P,0.99,0.99,A,1,1,P,2.49,2.49,P,2.99,2.99,P,5.99,5.99,P,0.89,0.89,P,3.79,3.79,0,31.11,31.11
96,FM0000878175,8/6/2019 20:00,Fine Fare Supermarkets,1305 MYRTLE AVENUE,11221,11221,BROOKLYN,40.69798,-73.926326,1004679,193578,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",P,5.69,5.69,P,2.5,2.5,P,1.99,1.99,P,0.99,0.99,A,0.4,0.4,P,2,2,M,,2.397483349,P,2.5,2.5,P,0.69,0.69,P,2.29,2.29,1,,21.44748335
97,FM0000878176,3/29/2019 18:55,Fine Fare Supermarkets ,1305 MYRTLE AVENUE,11221,11221,BROOKLYN,40.69798,-73.926326,1004679,193578,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",P,5.99,5.99,P,2.49,2.49,P,1.99,1.99,P,0.99,0.99,A,1,1,P,2,2,P,2.49,2.49,P,5.99,5.99,P,0.59,0.59,P,1.67,1.67,0,25.2,25.2
98,FM0000887273,8/6/2019 20:54,Foodtown,800 JEFFERSON AVENUE,11221,11221,BROOKLYN,40.686128,-73.925243,1004983,189260,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",P,5.99,5.99,P,3.69,3.69,P,1.99,1.99,P,0.99,0.99,A,1.5,1.5,P,1.49,1.49,P,2.29,2.29,P,4.99,4.99,P,0.59,0.59,P,1.59,1.59,0,25.11,25.11
99,FM0000902352,4/11/2019 16:00,Key Food,885 GERARD AVENUE,10452,10452,BRONX,40.827976,-73.924675,1005096,240940,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",A,6.288808664,6.288808664,P,1.99,1.99,P,2.99,2.99,P,0.99,0.99,A,0.4,0.4,P,1.99,1.99,P,2.49,2.49,P,4.99,4.99,P,0.89,0.89,P,1.99,1.99,0,25.00880866,25.00880866
100,FM0000909767,3/22/2019 18:56,C-Town,34-12 34 AVENUE,11106,11106,QUEENS,40.758455,-73.924671,1005119,215611,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.99,5.99,P,1.99,1.99,P,2.49,2.49,P,0.99,0.99,A,0.331666667,0.331666667,A,1.99,1.99,P,1.99,1.99,M,,1.804068122,P,0.59,0.59,P,1.69,1.69,1,,19.85573479
101,FM0000915882,3/29/2019 17:36,Foodtown,1291 BROADWAY,11221,11221,BROOKLYN,40.69081,-73.924333,1005234,190966,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",P,6.19,6.19,P,2.49,2.49,P,2.49,2.49,P,0.8,0.8,A,0.333333333,0.333333333,P,1.99,1.99,P,1.99,1.99,P,5.99,5.99,P,0.59,0.59,P,1.19,1.19,0,24.05333333,24.05333333
102,FM0000930297,3/13/2019 15:13,Pioneer Supermarket,250 WILLIS AVENUE,10454,10454,BRONX,40.809294,-73.922739,1005638,234134,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",M,,4.519608969,M,,2.727383645,A,1.99,1.99,P,0.99,0.99,A,1,1,P,1.99,1.99,P,2.39,2.39,P,0.99,0.99,M,,0.612111391,P,2.69,2.69,3,,19.89910401
103,FM0000939968,3/13/2019 19:14,Fine Fare Supermarkets,675 MORRIS AVENUE,10451,10451,BRONX,40.820467,-73.921371,1006013,238205,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",P,5.19,5.19,P,2.49,2.49,A,1.69,1.69,P,0.6,0.6,A,0.666666667,0.666666667,M,,1.44478404,P,2.79,2.79,P,2.99,2.99,P,0.5,0.5,P,1.5,1.5,1,,19.86145071
104,FM0000950216,4/11/2019 16:21,Fine Fare Supermarkets,59 EAST 167 STREET,10452,10452,BRONX,40.835507,-73.920612,1006218,243685,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",P,5.29,5.29,P,2.5,2.5,P,2.79,2.79,P,1.19,1.19,A,0.4,0.4,P,1.99,1.99,P,2.39,2.39,P,5.99,5.99,P,0.79,0.79,P,2.19,2.19,0,25.52,25.52
105,FM0000957862,8/1/2019 19:43,Key Food,32-15 NEWTOWN AVENUE,11102,11102,QUEENS,40.766699,-73.920156,1006367,218616,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.69,5.69,P,1.89,1.89,A,1.391304348,1.391304348,P,0.99,0.99,A,1.25,1.25,P,0.98,0.98,P,2.49,2.49,P,2.98,2.98,P,0.79,0.79,P,1.39,1.39,0,19.84130435,19.84130435
106,FM0000968205,3/13/2019 15:43,C-Town,228 BROOK AVENUE,10454,10454,BRONX,40.807233,-73.91945,1006549,233384,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",P,3.99,3.99,P,2.5,2.5,A,0.99,0.99,P,0.99,0.99,A,0.5,0.5,P,1.99,1.99,M,,2.715092644,P,2.99,2.99,P,0.59,0.59,P,2.59,2.59,1,,19.84509264
107,FM0000975369,8/1/2019 20:32,Key Food,46-02 QUEENS BOULEVARD,11104,11104,QUEENS,40.743129,-73.918546,1006821,210029,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",P,6.49,6.49,P,2.5,2.5,P,1.29,1.29,P,0.99,0.99,A,0.8,0.8,P,0.98,0.98,P,2.19,2.19,P,2,2,P,0.59,0.59,P,0.89,0.89,0,18.72,18.72
