,StoreID,CreationDate,StoreName,StoreAddress,ZCTA,ZIPcode,BoroName,latitude,longitude,Xcoord,Ycoord,Census.2010.PUMA,CD.Code,Census.CD.Name,beef_type,beef_price_1lb,beef_price_1lb_imp,bread_type,bread_price_loaf,bread_price_loaf_imp,tomato_type,tomato_price,tomato_price_imp,potato_type,potato_price,potato_price_imp,orange_type,orange_price,orange_price_imp,lettuce_type,lettuce_price,lettuce_price_imp,milk_type,milk_price,milk_price_imp,strawberries_type,strawberries_price,strawberries_price_imp,banana_type,banana_price,banana_price_imp,eggs_type,eggs_price,eggs_price_imp,missingvalues,SFB,SFB_imp
108,FM0000987176,3/13/2019 16:22,C-Town,256 ST ANN'S AVENUE,10454,10454,BRONX,40.807174,-73.917229,1007164,233363,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",P,5.99,5.99,P,2.99,2.99,P,2.49,2.49,P,0.99,0.99,A,0.398,0.398,M,,2.000669772,A,,2.001621082,P,3.99,3.99,P,0.59,0.59,P,1.89,1.89,2,,23.33029085
109,FM0000987210,8/2/2019 15:35,Pioneer Supermarket,256 ST ANN'S AVENUE,10454,10454,BRONX,40.807174,-73.917229,1007164,233363,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",A,2.263888889,2.263888889,P,2,2,A,1.69,1.69,P,0.99,0.99,A,0.5,0.5,A,,1.457328341,P,2.39,2.39,P,3.49,3.49,P,0.59,0.59,P,4.29,4.29,1,,19.66121723
110,FM0000998583,3/28/2019 19:28,C-Town,1750 DR MARTIN LUTHER KING JR BLVD,10453,10453,BRONX,40.849322,-73.917079,1007191,248719,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",P,4.99,4.99,P,2.99,2.99,P,2.49,2.49,P,0.99,0.99,A,0.666666667,0.666666667,P,1.99,1.99,P,2.49,2.49,P,6.49,6.49,P,0.89,0.89,P,2.49,2.49,0,26.47666667,26.47666667
111,FM0001006662,8/2/2019 17:10,Key Food,760 MELROSE AVENUE,10451,10451,BRONX,40.821431,-73.915289,1007696,238558,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",A,3.99,3.99,P,1.99,1.99,P,0.99,0.99,P,0.99,0.99,A,1,1,P,0.99,0.99,P,2.69,2.69,P,2.5,2.5,P,0.69,0.69,P,2.19,2.19,0,18.02,18.02
112,FM0001006663,3/13/2019 19:14,Key Food ,760 MELROSE AVENUE,10451,10451,BRONX,40.821431,-73.915289,1007696,238558,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",P,3.99,3.99,P,2.49,2.49,A,0.99,0.99,P,0.99,0.99,A,0.5,0.5,P,1.99,1.99,P,2.69,2.69,P,2.99,2.99,P,0.69,0.69,P,1.67,1.67,0,18.99,18.99
113,FM0001016954,4/11/2019 17:10,Food Universe,148 EAST 170 STREET,10452,10452,BRONX,40.839055,-73.914663,1007863,244979,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",P,5.81,5.81,P,2.5,2.5,P,2.49,2.49,P,0.99,0.99,A,0.5,0.5,A,,1.793605578,P,2.59,2.59,P,2,2,P,0.69,0.69,P,2.49,2.49,1,,21.85360558
114,FM0001026771,4/11/2019 16:45,Fine Fare Supermarkets,49 EAST MOUNT EDEN AVENUE,10452,10452,BRONX,40.843934,-73.913728,1008120,246757,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",P,5.69,5.69,P,1.99,1.99,P,3.29,3.29,P,1.29,1.29,A,0.8,0.8,A,1.49,1.49,P,2.99,2.99,M,,4.566394986,P,0.89,0.89,P,2.29,2.29,1,,25.28639499
115,FM0001029980,3/29/2019 17:09,Super Pioneer Supermarket,1657 BROADWAY,11207,11207,BROOKLYN,40.684618,-73.913458,1008252,188713,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",P,5.99,5.99,P,2.59,2.59,A,0.99,0.99,P,1.29,1.29,A,0.331666667,0.331666667,P,2.99,2.99,P,2.79,2.79,P,3.99,3.99,P,0.5,0.5,P,2.79,2.79,0,24.25166667,24.25166667
116,FM0001044775,8/2/2019 17:33,Foodtown,3100 3 AVENUE,10451,10451,BRONX,40.821566,-73.912106,1008577,238608,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",P,6.99,6.99,P,2,2,P,3.49,3.49,P,0.99,0.99,A,1,1,P,1.49,1.49,P,2.69,2.69,P,2.99,2.99,P,0.69,0.69,P,1.66,1.66,0,23.99,23.99
117,FM0001053388,4/15/2019 19:13,Key Food,22-15 31 STREET,11105,11105,QUEENS,40.775838,-73.911043,1008888,221948,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,6.29,6.29,P,2.49,2.49,P,1.99,1.99,P,0.99,0.99,A,0.5,0.5,P,1.99,1.99,P,2.49,2.49,P,2.99,2.99,P,0.79,0.79,P,1.79,1.79,0,22.31,22.31
118,FM0001065161,3/28/2019 19:27,Key Food,1791 WALTON AVENUE,10453,10453,BRONX,40.848015,-73.909927,1009170,248245,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",P,2.99,2.99,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,1,1,P,2.49,2.49,P,2.29,2.29,P,3.49,3.49,P,0.69,0.69,P,1.99,1.99,0,19.91,19.91
119,FM0001073369,3/13/2019 19:13,C-Town,3220 3 AVENUE,10456,10451,BRONX,40.82348,-73.909043,1009424,239306,3603705,203,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",P,6.59,6.59,P,2.5,2.5,A,0.99,0.99,P,0.89,0.89,A,0.398,0.398,A,,1.214235266,P,2.59,2.59,P,2.5,2.5,M,,0.362284334,M,,1.878634816,3,,19.91315442
120,FM0001081893,4/15/2019 18:50,Trade Fair,37-11 DITMARS BOULEVARD,11105,11105,QUEENS,40.773758,-73.907327,1009918,221191,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,5.99,5.99,P,2.5,2.5,P,1.99,1.99,P,0.79,0.79,A,0.285714286,0.285714286,P,1.5,1.5,P,2.49,2.49,P,4.99,4.99,P,0.69,0.69,P,0.99,0.99,0,22.21571429,22.21571429
121,FM0001093434,4/8/2019 20:18,Bravo ,248 EAST 174 STREET,10457,10457,BRONX,40.844692,-73.906863,1010019,247035,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",P,5.99,5.99,P,2.5,2.5,A,0.99,0.99,P,0.99,0.99,A,0.25,0.25,P,2.49,2.49,P,2.49,2.49,P,4.99,4.99,P,0.79,0.79,P,2.49,2.49,0,23.97,23.97
122,FM0001103393,3/28/2019 19:28,Food Universe Marketplace ,148 EAST BURNSIDE AVENUE,10453,10453,BRONX,40.852452,-73.904629,1010634,249863,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",P,5.99,5.99,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,1,1,P,1.99,1.99,P,2.39,2.39,P,5.49,5.49,P,0.59,0.59,M,,1.463281224,1,,23.88328122
123,FM0001110329,4/15/2019 18:33,Berry Fresh Farms,43-26 DITMARS BOULEVARD,11105,11105,QUEENS,40.771238,-73.903792,1010898,220274,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",P,4.99,4.99,P,2.5,2.5,P,1.69,1.69,P,0.79,0.79,A,0.2,0.2,P,0.99,0.99,P,2.49,2.49,P,1.99,1.99,P,0.69,0.69,P,2.79,2.79,0,19.12,19.12
124,FM0001121376,4/8/2019 20:18,C-Town,3690 3 AVENUE,10456,10456,BRONX,40.834976,-73.90353,1010945,243496,3603705,203,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",P,4.99,4.99,P,1.5,1.5,P,2.99,2.99,P,1.09,1.09,A,0.5,0.5,P,1.89,1.89,P,2.39,2.39,P,4.59,4.59,P,0.79,0.79,P,1.67,1.67,0,22.4,22.4
125,FM0001127564,8/1/2019 21:15,Key Food,61-10 QUEENS BOULEVARD,11377,11377,QUEENS,40.741347,-73.903226,1011067,209384,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",P,5.99,5.99,P,1.89,1.89,P,1.99,1.99,P,0.99,0.99,A,1.25,1.25,P,0.98,0.98,P,2.39,2.39,P,3.98,3.98,P,0.69,0.69,P,1.6,1.6,0,21.75,21.75
126,FM0001141681,4/12/2019 19:34,Associated Supermarket,125 WEST KINGSBRIDGE ROAD,10468,10468,BRONX,40.86885,-73.902621,1011183,255838,3603701,208,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",P,5.79,5.79,P,2.5,2.5,P,1.79,1.79,P,0.99,0.99,A,0.666666667,0.666666667,A,,1.4098514,P,2.69,2.69,P,3.49,3.49,P,0.79,0.79,P,1.99,1.99,1,,22.10651807
127,FM0001151266,4/12/2019 19:34,C-Town,2891 SEDGWICK AVENUE,10468,10468,BRONX,40.87486,-73.901314,1011542,258028,3603701,208,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",P,4.99,4.99,P,2.99,2.99,A,3.537777778,3.537777778,P,0.99,0.99,A,0.331666667,0.331666667,A,1.33,1.33,P,2.29,2.29,P,4.99,4.99,P,0.79,0.79,P,1.59,1.59,0,23.82944444,23.82944444
128,FM0001160416,4/8/2019 20:18,C-Town,309 EAST BURNSIDE AVENUE,10457,10457,BRONX,40.850588,-73.901133,1011602,249185,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",P,5.99,5.99,P,2.5,2.5,A,0.88,0.88,P,0.99,0.99,A,0.331666667,0.331666667,A,1.5,1.5,P,2.49,2.49,P,2.5,2.5,P,0.79,0.79,P,1.99,1.99,0,19.96166667,19.96166667
129,FM0001165775,6/7/2019 18:45,Associated ,63-01 ROOSEVELT AVENUE,11377,11377,QUEENS,40.745855,-73.900942,1011698,211027,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",A,4.292682927,4.292682927,P,1.99,1.99,A,0.99,0.99,P,0.49,0.49,A,0.666666667,0.666666667,P,0.99,0.99,P,2.19,2.19,M,,5.210125421,P,0.49,0.49,P,1.39,1.39,1,,18.69947501
130,FM0001178350,4/8/2019 20:18,C-Town,630 EAST 169 STREET,10456,10456,BRONX,40.831334,-73.900883,1011679,242170,3603705,203,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",P,4.99,4.99,P,2.5,2.5,A,1.99,1.99,P,0.99,0.99,A,0.5,0.5,A,,1.972443123,P,2.59,2.59,M,,2.444052031,P,0.79,0.79,P,2.59,2.59,2,,21.35649515
131,FM0001181291,4/26/2019 16:49,Food World,935 EAST 107 STREET,11236,11236,BROOKLYN,40.647735,-73.892479,1014087,175282,3604009,318,"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",P,5.99,5.99,P,1.79,1.79,P,1.99,1.99,P,0.99,0.99,A,0.8,0.8,P,1.59,1.59,P,2.59,2.59,P,1.5,1.5,P,0.69,0.69,P,0.99,0.99,0,18.92,18.92
132,FM0001197165,5/2/2019 17:32,Key Food,1050 WESTCHESTER AVENUE,10459,10459,BRONX,40.82473,-73.89177,1014204,239767,3603710,202,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",P,5.29,5.29,P,1.79,1.79,P,2.99,2.99,P,0.99,0.99,A,0.4,0.4,P,2.49,2.49,P,2.29,2.29,P,1.99,1.99,P,0.69,0.69,P,2.29,2.29,0,21.21,21.21
133,FM0001201815,4/26/2019 18:10,Stop & Shop,64-66 MYRTLE AVENUE,11385,11385,QUEENS,40.701068,-73.891174,1014425,194713,3604110,405,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",P,6.49,6.49,P,1.99,1.99,P,2.49,2.49,P,1.49,1.49,A,1,1,P,2.99,2.99,P,2.59,2.59,P,1.66,1.66,P,0.59,0.59,P,1.89,1.89,0,23.18,23.18
134,FM0001217213,4/8/2019 20:18,Fine Fare Supermarkets,708 EAST TREMONT AVENUE,10457,10457,BRONX,40.845227,-73.890771,1014471,247235,3603705,206,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",P,4.99,4.99,P,1.99,1.99,A,3.225,3.225,P,0.99,0.99,A,0.25,0.25,P,2,2,P,2.29,2.29,P,3.99,3.99,P,0.65,0.65,P,2,2,0,22.375,22.375
135,FM0001223201,4/4/2019 19:20,Foodtown ,76-10 37 AVENUE,11372,11372,QUEENS,40.749177,-73.889698,1014812,212241,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",P,6.49,6.49,P,2.5,2.5,P,2.49,2.49,P,0.79,0.79,A,0.299,0.299,P,1.49,1.49,P,2.29,2.29,P,6.49,6.49,P,0.59,0.59,P,2.19,2.19,0,25.619,25.619
136,FM0001236977,4/12/2019 19:34,Fine Fare Supermarkets,3131 GRAND CONCOURSE,10468,10468,BRONX,40.875129,-73.886304,1015693,258131,3603706,207,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",P,5.49,5.49,P,1.99,1.99,P,2.49,2.49,P,0.99,0.99,A,0.4,0.4,P,1.99,1.99,P,2.19,2.19,P,3.99,3.99,P,0.89,0.89,P,2.39,2.39,0,22.81,22.81
137,FM0001242610,4/4/2019 19:20,Key Food,86-02 NORTHERN BOULEVARD,11372,11372,QUEENS,40.755959,-73.881493,1017082,214715,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",P,5.49,5.49,P,2.5,2.5,P,2.29,2.29,P,0.99,0.99,A,0.4,0.4,P,3.49,3.49,P,2.69,2.69,P,6.99,6.99,P,0.5,0.5,P,1.39,1.39,0,26.73,26.73
138,FM0001251901,4/4/2019 19:20,Trade Fair ,89-02 37 AVENUE,11372,11372,QUEENS,40.750441,-73.877649,1018150,212706,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",P,5.99,5.99,P,2.5,2.5,P,1.99,1.99,P,0.79,0.79,A,0.285714286,0.285714286,P,1.99,1.99,P,2.39,2.39,P,7.99,7.99,P,0.69,0.69,P,1.79,1.79,0,26.40571429,26.40571429
139,FM0001261337,4/4/2019 19:21,Key Food,37-54 90 STREET,11372,11372,QUEENS,40.749397,-73.876676,1018420,212326,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",P,4.99,4.99,P,1.79,1.79,P,2.39,2.39,P,0.99,0.99,A,0.43,0.43,P,1.99,1.99,P,2.49,2.49,P,5.99,5.99,P,0.79,0.79,P,1.99,1.99,0,23.84,23.84
140,FM0001267376,4/26/2019 16:15,Key Food,1215 SUTTER AVENUE,11208,11208,BROOKLYN,40.672611,-73.873076,1019458,184352,3604008,305,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",P,3.49,3.49,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,0.666666667,0.666666667,P,2.99,2.99,P,2.49,2.49,P,1.99,1.99,P,0.59,0.59,P,1.99,1.99,0,19.17666667,19.17666667
141,FM0001280533,7/25/2019 18:22,Food Bazaar,34-20 JUNCTION BOULEVARD,11372,11372,QUEENS,40.754464,-73.872404,1019601,214174,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",P,5.69,5.69,P,2,2,P,1.49,1.49,P,0.79,0.79,A,0.666666667,0.666666667,P,1.99,1.99,P,2.99,2.99,P,2,2,P,0.69,0.69,P,1.19,1.19,0,19.49666667,19.49666667
142,FM0001293911,5/6/2019 17:27,Key Food,2711 WHITE PLAINS ROAD,10467,10467,BRONX,40.865686,-73.867364,1020936,254698,3603704,211,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",P,6.99,6.99,P,2.5,2.5,P,2.99,2.99,P,0.99,0.99,A,0.666666667,0.666666667,P,2.99,2.99,P,2.78,2.78,P,1.95,1.95,P,0.69,0.69,P,1.67,1.67,0,24.21666667,24.21666667
143,FM0001296629,4/29/2019 15:19,C-Town,74-39 JAMAICA AVENUE,11421,11421,QUEENS,40.69134,-73.867101,1021105,191178,3604111,409,"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",P,6.09,6.09,P,1.99,1.99,P,2.99,2.99,P,0.99,0.99,A,0.398,0.398,P,2.49,2.49,P,1.99,1.99,P,1.99,1.99,P,0.79,0.79,P,1.89,1.89,0,21.608,21.608
144,FM0001309039,7/25/2019 18:49,Key Food,102-14 37 AVENUE,11368,11368,QUEENS,40.753064,-73.865159,1021609,213667,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",P,5.49,5.49,P,1.99,1.99,A,1.49,1.49,P,0.89,0.89,A,0.663333333,0.663333333,P,1.49,1.49,P,2.39,2.39,P,3.99,3.99,P,0.79,0.79,P,1.79,1.79,0,20.97333333,20.97333333
145,FM0001309040,3/11/2019 20:04,Key Food ,102-14 37 AVENUE,11368,11368,QUEENS,40.753064,-73.865159,1021609,213667,3604102,403,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",A,5.293650794,5.293650794,P,2.99,2.99,A,1.49,1.49,P,0.99,0.99,A,1,1,A,0.996666667,0.996666667,A,,2.598107305,P,1.99,1.99,P,0.79,0.79,P,1.99,1.99,1,,20.12842477
146,FM0001317664,6/6/2019 15:11,Aldi,61-11 JUNCTION BOULEVARD,11374,11374,QUEENS,40.733466,-73.864185,1021890,206527,3604108,406,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",P,4.29,4.29,P,1.49,1.49,P,1.1,1.1,P,0.4,0.4,P,0.303125,0.303125,A,,4.946361542,P,1.99,1.99,P,1.99,1.99,P,0.44,0.44,P,0.99,0.99,1,,17.93948654
147,FM0001327521,3/11/2019 20:58,Ideal Food Basket ,99-30 CORONA AVENUE,11368,11368,QUEENS,40.744322,-73.862348,1022393,210483,3604107,404,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",P,4.99,4.99,P,1.5,1.5,P,1.99,1.99,P,0.99,0.99,A,1,1,P,2.5,2.5,P,2.49,2.49,P,2,2,P,0.49,0.49,P,1.89,1.89,0,19.84,19.84
148,FM0001340183,5/2/2019 18:15,C-Town,100 HUGH J GRANT CIRCLE,10472,10472,BRONX,40.83266,-73.861081,1022693,242668,3603709,209,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",P,5.99,5.99,P,1.99,1.99,P,2.29,2.29,P,0.99,0.99,A,0.398,0.398,P,1.69,1.69,P,2.29,2.29,P,1.67,1.67,P,0.79,0.79,P,2.99,2.99,0,21.088,21.088
149,FM0001350092,5/2/2019 18:38,Key Food,1511 METROPOLITAN AVENUE,10462,10462,BRONX,40.839343,-73.858671,1023356,245104,3603709,209,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",P,5.89,5.89,P,1.79,1.79,P,2.99,2.99,P,0.99,0.99,A,1.25,1.25,P,1.99,1.99,P,2.69,2.69,P,1.99,1.99,M,,0.923497582,P,1.69,1.69,1,,22.19349758
150,FM0001360450,5/6/2019 17:49,Foodtown,1000 ALLERTON AVENUE,10469,10469,BRONX,40.865483,-73.858532,1023379,254628,3603704,211,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",P,5.69,5.69,P,3.69,3.69,P,1.99,1.99,P,0.99,0.99,A,0.666666667,0.666666667,P,1.99,1.99,P,2.59,2.59,P,2.5,2.5,P,0.79,0.79,P,2.39,2.39,0,23.28666667,23.28666667
151,FM0001370283,5/6/2019 18:32,Key Food,4171 WHITE PLAINS ROAD,10466,10466,BRONX,40.892902,-73.85766,1023604,264618,3603702,212,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",P,4.69,4.69,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,0.4,0.4,P,1.99,1.99,P,2.79,2.79,P,1.95,1.95,P,0.69,0.69,P,1.49,1.49,0,18.97,18.97
152,FM0001375224,3/11/2019 20:36,Key Food,46-20 108 STREET,11368,11368,QUEENS,40.747068,-73.856892,1023903,211486,3604107,404,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",A,2.987951807,2.987951807,P,2.99,2.99,A,3.725,3.725,P,1.2,1.2,A,0.333333333,0.333333333,P,1.99,1.99,P,2.59,2.59,P,1.67,1.67,P,0.69,0.69,P,2,2,0,20.17628514,20.17628514
153,FM0001388279,5/2/2019 19:04,Key Food ,2722 EAST TREMONT AVENUE,10461,10461,BRONX,40.84243,-73.845151,1027095,246235,3603703,210,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",P,5.49,5.49,P,1.99,1.99,A,0.99,0.99,P,0.99,0.99,A,1,1,P,1.99,1.99,P,2.79,2.79,P,1.99,1.99,P,0.79,0.79,P,2.79,2.79,0,20.81,20.81
154,FM0001393219,4/23/2019 15:37,Key Food,108-27 QUEENS BOULEVARD,11375,11375,QUEENS,40.721297,-73.843607,1027601,202103,3604108,406,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",P,7.59,7.59,P,2.99,2.99,P,2.99,2.99,P,0.99,0.99,A,1,1,P,1.99,1.99,P,2.59,2.59,P,2.5,2.5,P,0.89,0.89,P,1.69,1.69,0,25.22,25.22
155,FM0001404578,6/5/2019 18:57,Sky Foods,40-24 COLLEGE POINT BOULEVARD,11354,11354,QUEENS,40.757451,-73.834054,1030224,215280,3604103,407,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",A,4.990740741,4.990740741,M,,2.664909909,P,0.99,0.99,P,0.99,0.99,A,0.598,0.598,P,1.99,1.99,P,2.59,2.59,P,3.99,3.99,M,,0.354944532,M,,1.587722953,3,,20.74631814
156,FM0001411946,7/26/2019 20:59,Key Food,116-34 QUEENS BOULEVARD,11375,11375,QUEENS,40.71596,-73.833346,1030449,200164,3604108,406,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",P,6.99,6.99,P,1.89,1.89,P,1.99,1.99,P,0.99,0.99,A,,0.862152317,P,0.98,0.98,P,2.69,2.69,P,2.98,2.98,P,0.89,0.89,P,2.99,2.99,1,,23.25215232
157,FM0001423960,6/5/2019 19:44,H Mart,141-40 NORTHERN BOULEVARD,11354,11354,QUEENS,40.764391,-73.825539,1032578,217813,3604103,407,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",P,6.99,6.99,P,3.99,3.99,P,0.99,0.99,P,0.79,0.79,A,0.79,0.79,P,1.79,1.79,P,2.79,2.79,P,4.99,4.99,P,0.79,0.79,M,,1.902580218,1,,25.81258022
158,FM0001433534,6/5/2019 19:59,Great Wall Supermarket ,144-50 NORTHERN BOULEVARD,11354,11354,QUEENS,40.764705,-73.822971,1033289,217929,3604103,407,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",M,,7.453794781,P,3.99,3.99,P,1.29,1.29,P,0.69,0.69,A,0.4975,0.4975,P,1.29,1.29,P,2.89,2.89,P,2.99,2.99,P,0.69,0.69,M,,1.662657978,2,,23.44395276
159,FM0001439884,4/29/2019 16:24,Key Food,138-37 QUEENS BOULEVARD,11435,11435,QUEENS,40.708114,-73.817938,1034726,197314,3604106,408,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",P,5.99,5.99,P,1.99,1.99,P,2.99,2.99,P,0.99,0.99,A,0.333333333,0.333333333,P,1.99,1.99,P,2.79,2.79,P,2.99,2.99,P,0.69,0.69,P,2.99,2.99,0,23.74333333,23.74333333
160,FM0001448947,5/3/2019 16:50,C-Town ,134-16 LIBERTY AVENUE,11419,11419,QUEENS,40.691459,-73.812492,1036249,191249,3604113,410,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",P,4.99,4.99,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,0.5,0.5,P,1.99,1.99,P,2.79,2.79,P,1.5,1.5,P,0.79,0.79,P,1.25,1.25,0,18.78,18.78
161,FM0001458780,4/29/2019 15:54,Food World,148-35 JAMAICA AVENUE,11435,11435,QUEENS,40.701826,-73.806065,1038023,195030,3604112,412,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",P,3.99,3.99,P,1.99,1.99,P,1.99,1.99,P,0.99,0.99,A,1,1,A,1.99,1.99,P,2.29,2.29,P,1.25,1.25,P,0.69,0.69,P,0.99,0.99,0,17.17,17.17
162,FM0001471044,5/8/2019 15:27,Foodtown ,47-33 BELL BOULEVARD,11361,11361,QUEENS,40.756438,-73.767468,1048672,214953,3604104,411,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",P,5.69,5.69,P,2,2,P,2.49,2.49,P,0.99,0.99,A,1.25,1.25,P,1.99,1.99,P,2.49,2.49,P,2.99,2.99,P,0.79,0.79,M,,1.571478232,1,,22.25147823
163,FM0001479595,5/8/2019 16:02,Key Food,214-14 73 AVENUE,11364,11364,QUEENS,40.740363,-73.759711,1050837,209102,3604104,411,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",P,5.99,5.99,P,1.99,1.99,P,1.99,1.99,P,1.29,1.29,A,1.25,1.25,P,1.99,1.99,P,2.79,2.79,P,2.99,2.99,P,0.79,0.79,P,2.79,2.79,0,23.86,23.86
