,StoreID,CreationDate,StoreName,StoreAddress,ZCTA,ZIPcode,BoroName,latitude,longitude,Xcoord,Ycoord,Census.2010.PUMA,CD.Code,Census.CD.Name,DiscountCard,OrangesSold,OrangesPrefSold,OrangesBrand,OrangesPrefPrice,OrangesPrefSale,OrangesAlt,OrangesAltBrand,OrangesAltUnit,OrangesAltAmount,OrangesAltPrice,OrangesAltSale,OrangesComments,OrangesOrganic,BananasPrefSold,BananasPrefBrand,BananasPrefPrice,BananasOrganic,BananasPrefSale,StrawberriesPrefSold,StrawberriesPrefBrand,StrawberriesPrefPrice,StrawberriesPrefSale,StrawberriesOrganic,TomatoesSold,TomatoesPrefSold,TomatoesPrefBrand,TomatoesPrefPrice,TomatoesPrefSale,TomatoesAlt,TomatoesAltBrand,TomatoesAltUnit,TomatoesAltAmount,TomatoesAltPrice,TomatoesAltSale,TomatoesComments,TomatoesOrganic,LettuceSold,LettucePrefSold,LettucePrefBrand,LettucePrefPrice,LettucePrefSale,LettuceAlt,LettuceAltBrand,LettuceAltAmount,LettuceAltPrice,LettuceAltSale,LettuceComment,LettuceOrganic,PotatoesSold,PotatoesPrefSold,PotatoesPrefBrand,PotatoesPrefPrice,PotatoesPrefSale,PotatoesAlt,PotatoesAltBrand,PotatoesAltUnit,PotatoesAltAmount,PotatoesAltPrice,PotatoesAltSale,PotatoesComments,PotatoesOrganic,BeefSold,BeefPrefSold,BeefPrefBrand,BeefPrefPrice,BeefPrefSale,BeefAltLean,BeefAlt,BeefAltBrand,BeefAltWeight,BeefAltPrice,BeefAltSale,BeefComment,BeefOrganic,MilkSold,MilkPrefSold,MilkPrefBrand,MilkPrefPrice,MilkPrefSale,MilkAltBrand,MilkAltSize,MilkAltFat,MilkAltPrice,MilkAltSale,MilkComment,MilkOrganic,EggsPrefSold,EggsPrefBrand,EggsPrefPrice,EggsOrganic,EggsPrefSale,BreadSold,BreadPrefSold,BreadPrefBrand,BreadPrefPrice,BreadPrefSale,BreadAlt,BreadAltBrand,BreadAltPrice,BreadAltSale,BreadComment
31,FM0000287289,4/24/2019 19:03,Key Food,130 7 AVENUE,11215,11215,BROOKLYN,40.673074,-73.976441,990785,184496,3604005,306,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",unknown,yes,no,,,,Navel ,,piece,3,2,,,no,yes,Ms. Belinda ,0.79,no,,yes,Red Blossom,2.5,yes,no,yes,yes,Double Diamond Farms,1.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Key Food ,1.69,no,yes,yes,yes,Urban Meadow Freah ,1.79,yes,,,,,
32,FM0000301807,4/22/2019 20:05,Key Food,530 AMSTERDAM AVENUE,10024,10024,MANHATTAN,40.787409,-73.975227,991110,226152,3603806,107,"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",unknown,yes,no,,,,Navel ,,piece,5,5,yes,,no,yes,Chiquita ,0.49,no,,no,,,,,yes,yes,Bona Fresh ,1.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,1.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),6.49,,,,,,,,,no,yes,yes,Cream O Land,2.59,,,,,,,,no,yes,Sunshine Farms,1.79,no,,yes,yes,Super bread,2.49,,,,,,
33,FM0000311196,5/1/2019 19:18,Gristedes,504 COLUMBUS AVENUE,10024,10024,MANHATTAN,40.785369,-73.973004,991726,225409,3603806,107,"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,3,5,,,no,yes,Dole,0.89,no,,yes,Driscoll’s ,5.99,,no,yes,yes,Backyard Farms,3.99,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,,1.49,,,,,,,,,no,yes_,yes,Gristedes label (store brand),7.99,,,,,,,,,no,yes,yes,Tuscan ,2.69,,,,,,,,no,yes,Best Yet,2.89,no,,yes,yes,Nature’s Own,3.49,,,,,,
34,FM0000314312,4/16/2019 19:20,Key Food,505 NEPTUNE AVENUE,11224,11224,BROOKLYN,40.579835,-73.972176,991979,150527,3604018,313,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",unknown,yes,no,,,,Jumbo Navel,Paramount ,piece,5,5,yes,,no,yes,Mrs. Belinda ,0.99,yes,,yes,Bobalu,2.99,,no,yes,yes,Policella,2.49,,,,,,,,,no,yes,yes,,2.29,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),4.99,,,,,,,,,no,yes,yes,Cream O Land,1.89,,,,,,,,no,yes,Key Food,2.59,no,,yes,yes,Urban Meadow Fresh,1.99,,,,,,
35,FM0000325556,3/4/2019 19:06,Union market,342 FLATBUSH AVENUE,11217,11238,BROOKLYN,40.676199,-73.971757,992084,185635,3604005,306,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",no,yes,yes,Cara cara,1.29,,,,,,,,,no,yes,Chiquita ,0.79,yes,,yes,Driscoll’s,3.99,,no,yes,yes,Mucci,3.49,,,,,,,,,no,yes,yes,,3.49,,,,,,,,yes,yes,yes,Idaho,0.99,,,,,,,,,no,no,,,,,,,,,,,,,yes,yes,Five acre,3.99,,,,,,,,yes,yes,Union market ,4.99,yes,,yes,yes,Vermont ,4.99,,,,,,
36,FM0000336125,5/28/2019 16:47,City acres market ,11 BROADWAY,11211,11249,BROOKLYN,40.710815,-73.968392,993013,198247,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,5,,,no,yes,Chiquita ,0.79,no,,yes,Driscoll’s ,5.99,,no,yes,yes,Intergrow ,2.99,,,,,,,,,no,yes,yes,,2,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,City acres market label (store brand),7.29,,,,,,,,,no,yes,yes,Cream o land,2.29,,,,,,,,no,no,,,,,yes,yes,Arnold,3.69,,,,,,
37,FM0000348493,5/7/2019 19:50,Whole Foods Market,226 EAST 57 STREET,10022,10022,MANHATTAN,40.759899,-73.966715,993471,216130,3603808,106,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",unknown,yes,yes,Suntreat,0.99,,,,,,,,,no,yes,Whole Foods,0.49,no,,yes,Driscoll’s ,2.99,,no,yes,yes,Backyard Farms ,1.99,,,,,,,,,no,yes,no,,,,romaine,365 everyday value ,3 heads ,4.99,yes,,yes,yes,yes,,0.79,,,,,,,,,no,yes_,no,,,,,,,,,,,,yes,yes,365 everyday value ,2.39,,,,,,,,no,no,,,,,yes,yes,365 everyday value ,2.99,,,,,,
38,FM0000352931,6/6/2019 17:48,Paperific,1482 CONEY ISLAND AVENUE,11230,11230,BROOKLYN,40.62134,-73.964533,994096,165649,3604014,312,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",unknown,yes,no,,,,Navel ,CCH,piece,1,0.39,yes,,no,yes,Dole,0.69,no,,yes,Naturipe,2.99,,no,yes,yes,,1.19,,,,,,,,,no,no,,,,,,,,,,,,yes,yes,GPOD,0.79,,,,,,,,,no,yes_,no,,,,,Ground beef ,Paperific label (store brand),1.25,9.99,,,no,yes,yes,Golden flow,2.79,,,,,,,,no,no,,,,,yes,yes,Arnold,3.69,,,,,,
39,FM0000362389,6/6/2019 17:36,Pomegranate ,1507 CONEY ISLAND AVENUE,11230,11230,BROOKLYN,40.620878,-73.964425,994126,165481,3604015,314,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,1,0.39,,,no,yes,Dole,0.99,no,,yes,Driscoll’s ,7.49,,no,yes,yes,Mucci,3.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,1.29,,,,,,,,,no,yes_,no,,,,,Chuck,Pomegranate label (store brand),1.37,9.58,,,no,yes,yes,Devash Farms ,2.89,,,,,,,,no,no,,,,,yes,yes,Arnold,3.69,,,,,,
40,FM0000371705,6/6/2019 17:12,Glatt Market ,1205 AVENUE M,11230,11230,BROOKLYN,40.617699,-73.962647,994620,164323,3604015,314,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",unknown,yes,no,,,,Navel ,Sun pacific ,piece,5,2,,,no,yes,Dole,0.79,no,,yes,Driscoll’s ,3.99,,no,yes,yes,,0.99,,,,,,,,,no,yes,no,,,,Romaine,Dole,3 heads,4.99,,,no,yes,yes,,0.79,,,,,,,,,no,yes_,no,,,,,Chuck,Glatt market label (store brand),1.12,7.83,,,no,yes,yes,Fresh & Tasty ,2.59,,,,,,,,no,no,,,,,yes,yes,Arnold,3.69,,,,,,
41,FM0000382170,3/18/2019 18:43,Associated Supermarket,650 FLATBUSH AVENUE,11225,11225,BROOKLYN,40.657514,-73.960315,995261,178829,3604011,309,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",unknown,yes,no,,,,Navel,Sunkist,piece,6,2,,,no,yes,Dole,0.5,no,,yes,C-B-I,2.99,,no,yes,yes,Kinova,2.49,,,,,,,,,no,yes,no,,,,Romaine,Peter Rabbit Farms,3 heads,1.5,,,no,yes,yes,,1.29,,,,,,,,,no,yes_,no,,,,80,Ground beef ,Associated Supermarket label (store brand),1.13,3.38,,,no,yes,yes,Cream O Land ,2.59,,,,,,,,no,yes,Jack’s Egg Farm,2.79,no,,yes,yes,Arnold,2.5,,,,,,
42,FM0000393065,5/28/2019 16:12,Lefkowitz Supermarket,68 LEE AVENUE,11211,11211,BROOKLYN,40.705633,-73.959871,995376,196360,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,1,0.35,,,no,no,,,,,no,,,,,yes,yes,Coppola Farms ,1.79,,,,,,,,,no,yes,no,,,,Iceberg ,,1 head ,1.49,,,no,yes,yes,,0.89,,,,,,,,,no,no,,,,,,,,,,,,,yes,yes,Golden flow ,3.15,,,,,,,,no,yes,Jack’s Egg Farm ,1.5,no,,yes,yes,Stern’s ,,,,,,,
43,FM0000403332,3/28/2019 13:19,Whole Foods Market,238 BEDFORD AVENUE,11211,11249,BROOKLYN,40.71609,-73.959612,995446,200170,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,yes,Sunkist ,1.79,,,,,,,,,no,yes,,0.49,no,,yes,Driscoll’s ,3.49,yes,no,yes,yes,Backyard Farms,1.99,,,,,,,,,no,yes,yes,,2.49,,,,,,,,no,yes,yes,,0.79,,,,,,,,,no,yes_,yes,Nature’s Rancher,10.99,,,,,,,,,yes,yes,yes,365 Everyday Value ,2.39,,,,,,,,no,yes,365 Everyday Value,2.99,no,,yes,yes,365 Everyday Value,2.99,,,,,,
44,FM0000409842,6/6/2019 16:55,Mountain Fruit ,1523 AVENUE M,11230,11230,BROOKLYN,40.61808,-73.959427,995514,164462,3604015,314,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,1,0.4,,,no,yes,Dole,0.79,no,,yes,Driscoll’s ,4.99,,no,yes,yes,,1.19,,,,,,,,,no,yes,no,,,,Romaine ,Andy Boy,3 heads ,3.99,,,no,yes,yes,,0.89,,,,,,,,,no,yes_,no,,,,,Ground beef ,Mountain fruit label (store brand),1,6.99,,,no,yes,yes,Devash farms,2.79,,,,,,,,no,no,,,,,yes,yes,Arnold ,3.69,,,,,,
45,FM0000418920,4/9/2019 20:11,Gourmanoff gourmet market,1029 BRIGHTON BEACH AVENUE,11235,11235,BROOKLYN,40.578209,-73.958609,995748,149936,3604018,313,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",yes,yes,no,,,,Cara Cara ,,piece,1,1.29,,,no,yes,Dole,0.59,no,yes,yes,Well Pict,0.99,,no,yes,yes,Mucci,1.99,,,,,,,,,no,yes,yes,,1.79,,,,,,,,no,yes,yes,,0.89,,,,,,,,,no,yes_,yes,Dakota ,10.99,,,,,,,,,yes,yes,yes,Derle Hygrade,2.09,,,,,,,,no,yes,Sunshine Farms,0.79,no,yes,yes,yes,Stern’s bakery ,2.99,,,,,,
46,FM0000435519,4/1/2019 20:42,Key Food,421 WEST 125 STREET,10027,10027,MANHATTAN,40.812023,-73.955078,996685,235122,3603802,109,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",unknown,yes,no,,,,Navel,Sun Pacific ,piece,2,3,,,no,no,,,,,yes,Astin,4.99,,no,yes,yes,,2.49,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Black Canyon,5.19,,,,,,,,,no,yes,yes,Cream O Land,2.29,,,,,,,,no,yes,Sunshine Farms,2,no,,yes,yes,Urban Meadow,1.79,,,,,,
47,FM0000442141,3/14/2019 19:29,C-Town,953 MANHATTAN AVENUE,11222,11222,BROOKLYN,40.731854,-73.954544,996848,205914,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,Booth Ranches,piece,5,5,yes,,no,yes,Dole,0.89,no,yes,yes,Myrick,2.99,yes,no,yes,yes,Wholesun Harvest,1.99,yes,,,,,,,,yes,yes,no,,,,Romaine,Andy Boy,3 heads,4.99,yes,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,C-Town label (store brand),4.99,yes,,,,,,,,no,yes,yes,Tuscan Dairy Farms,2.39,,,,,,,,no,yes,The Farmer’s Hen,3.99,no,,yes,yes,Sara Lee,2.99,,,,,,
48,FM0000451465,3/14/2019 19:08,Associated ,802 MANHATTAN AVENUE,11222,11222,BROOKLYN,40.727803,-73.953071,997257,204438,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,1,0.99,,,no,yes,Chiquita,0.99,no,,yes,Expo Fresh,4.99,,no,yes,yes,Mucci Farms,2.99,,,,,,,,,no,yes,yes,,2.49,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,no,,,,,Just says “beef ground”,,1.49,3.99,,,no,yes,yes,Farmland,2.29,,,,,,,,no,yes,Quaker State,1.99,no,,yes,no,,,,Italian loaf,Arnold,2.99,,
49,FM0000457127,4/9/2019 20:11,Stop & Shop,1710 AVENUE Y,11235,11235,BROOKLYN,40.590308,-73.952642,997403,154345,3604016,315,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",yes,yes,no,,,,Navel,Sun Pacific ,piece,10,10,yes,,no,yes,Chiquita ,0.59,no,,yes,Central West,4.99,yes,no,yes,yes,Sunset,1.99,yes,,,,,,,,no,yes,no,,,,Romaine ,Stop & Shop,3 heads,2.99,yes,,no,yes,yes,,1.49,,,,,,,,,no,yes_,yes,Stop & Shop label (store brand),6.19,,,,,,,,,no,yes,yes,Stop & Shop,2.29,,,,,,,,no,yes,Stop & Shop,1.89,no,,yes,yes,Stop & Shop ,1.99,,,,,,
50,FM0000470594,7/30/2019 17:25,Key Food,224 MCGUINESS BOULEVARD,11222,11222,BROOKLYN,40.729819,-73.951111,997800,205173,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel Orange,,piece,4,5,yes,,no,yes,Belinda,0.79,no,,yes,Sweet Darling,2.98,,no,yes,yes,Intergrow,1.99,,,,,,,,,no,yes,yes,,0.98,,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food,5.99,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Key Food,0.88,no,,yes,yes,Urban Meadow,1.89,,,,,,
51,FM0000482534,4/22/2019 20:05,Food universe ,1486 LEXINGTON AVENUE,10128,10128,MANHATTAN,40.785768,-73.951015,997815,225557,3603805,108,"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,5,2,,,no,yes,Chiquita ,0.99,no,,yes,Driscoll’s,2.5,yes,no,yes,yes,Nature Fresh Farms,2.99,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Food universe marketplace label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Nelms Eggs,1.69,no,yes,yes,yes,Urban Meadow Freah,1.79,,,,,,
52,FM0000486968,3/18/2019 17:52,Associated Supermarket,975 NOSTRAND AVENUE,11225,11225,BROOKLYN,40.66479,-73.950982,997849,181481,3604011,309,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,6,2,yes,,no,yes,Dole,0.79,no,yes,yes,Well Pict,3.99,,no,yes,yes,Kinova Fresh,1.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Associated Supermarket label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.19,,,,,,,,no,yes,Sunshine Farms ,2.19,no,,yes,yes,Super Bread,2.5,,,,,,
53,FM0000496336,3/18/2019 18:15,Key Food,1232 NOSTRAND AVENUE,11225,11225,BROOKLYN,40.65697,-73.950245,998055,178632,3604011,309,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",unknown,yes,no,,,,Navel,,piece,2,1,,,no,yes,Dole,0.69,no,,yes,Always Fresh Farms ,2.99,,no,yes,no,,,,Plum ,,pound,1,1.99,,,no,yes,yes,,1.79,,,,,,,,no,yes,yes,Green Giant,0.99,yes,,,,,,,,no,yes_,no,,,,85,Lean ground beef ,Key Food label (store brand),0.78,3.89,yes,,no,yes,yes,Cream O Land ,2.39,,,,,,,,no,yes,Hillandale Farms ,2.99,no,,yes,yes,Urban Meadow,1.79,,,,,,
54,FM0000512135,4/1/2019 20:42,Key Food,3550 BROADWAY,10031,10031,MANHATTAN,40.826787,-73.950176,998039,240502,3603802,109,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",unknown,yes,no,,,,Navel,,piece,4,2,,,no,yes,Ms. Belinda ,0.89,no,,yes,Expo Fresh,4.99,,no,yes,yes,Double Diamond Farms,2.99,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,Green Giant,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),5.99,,,,,,,,,no,yes,yes,Farmers Choice Dairy,2.69,,,,,,,,no,yes,Market Pantry,2.89,no,,yes,yes,Urban Meadow,1.79,yes,,,,,
55,FM0000515735,4/24/2019 19:03,Key Food ,653 NOSTRAND AVENUE,11216,11216,BROOKLYN,40.674827,-73.950023,998113,185138,3604006,308,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",unknown,yes,no,,,,Navel,,piece,5,5,,,no,no,,,,,yes,Central West,2.5,yes,no,yes,yes,Double Diamond Farms ,2.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,Green Giant,0.99,yes,,,,,,,,no,yes_,no,,,,85,Ground beef sirloin ,Key Food label (store brand?,0.9,5.39,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Key Food,1.69,no,yes,yes,yes,Urban meadow fresh,1.79,yes,,,,,
56,FM0000530353,5/17/2019 16:41,Fine Fare Supermarkets,136 LENOX AVENUE,10026,10026,MANHATTAN,40.802477,-73.949338,998276,231645,3603803,110,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",unknown,yes,no,,,,Large navel ,Sunkist ,piece,5,5,,,no,yes,Dole,0.5,no,,yes,Naturipe ,2.5,,no,yes,yes,Suntastic,2.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,no,,,,Russet ,GPOD,pound,5,2.5,,,no,yes_,yes,Fine fare label (store brand),6.99,,,,,,,,,no,yes,yes,Cream O Land,2.69,,,,,,,,no,yes,Jack’s Egg Farm ,1.99,no,,yes,yes,Super bread ,2.39,,,,,,
57,FM0000534980,4/10/2019 19:47,Bravo Supermarket,1299 FULTON STREET,11216,11216,BROOKLYN,40.680374,-73.949117,998363,187159,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,5,4,,,no,yes,Chiquita,0.79,no,yes,yes,Well Pict,3.99,,no,yes,no,,,,Slicing ,,pound,1,0.99,yes,,no,yes,no,,,,Baby romaine mix,Fresh Attitude ,One 5 oz. package ,2.99,yes,,no,yes,yes,GPOD,0.63,,,,,,,,,no,yes_,yes,Bravo label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.29,,,,,,,,no,yes,Sunshine Farms ,2.39,no,yes,yes,yes,Stroehmann ,2.5,,,,,,
58,FM0000545563,7/30/2019 17:40,Key Food,575 GRAND STREET,11211,11211,BROOKLYN,40.711203,-73.948599,998500,198391,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,,piece,3,5,yes,,no,yes,Belinda,0.79,no,,yes,foxy,3.98,,yes,yes,yes,Double Diamond Farms,2.99,,,,,,,,,no,yes,yes,,2,yes,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food,5.29,yes,,,,,,,,no,yes,yes,Cream O Land,2.59,,,,,,,,no,yes,Key Food,1.5,no,yes,yes,yes,Urban Meadow,1.89,,,,,,
59,FM0000545564,3/14/2019 20:02,Key Food ,575 GRAND STREET,11211,11211,BROOKLYN,40.711203,-73.948599,998500,198391,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",yes,yes,no,,,,Navel,,piece,5,5,,,no,yes,Belinda,0.79,no,,yes,Driscoll’s,4.59,,no,yes,yes,Magic Sun,2.99,,,,,,,,,no,yes,yes,,2.5,,,,,,,,no,yes,yes,Green Giant,0.89,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),5.49,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Key Food (store brand),2.39,no,,yes,yes,Urban Meadow Fresh,1.79,,,,,,
60,FM0000559277,4/1/2019 20:42,Foodtown ,2463 FREDERICK DOUGLASS BOULEVARD,10027,10027,MANHATTAN,40.81449,-73.948028,998636,236022,3603803,110,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",unknown,yes,no,,,,Navel ,Sun Pacific ,piece,4,5,yes,,no,yes,Dole,0.79,no,,yes,Expo Fresh,3.99,,no,yes,yes,Backyard Farms,2.49,yes,,,,,,,,no,yes,no,,,,Romaine,Foxy,3 heads,3.49,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Foodtown label (store brand),7.59,,,,,,,,,no,yes,yes,Farmers Choice Dairy,2.19,,,,,,,,no,yes,Pine Belt ,1.79,no,,yes,yes,Nature’s Own,2.5,,,,,,
61,FM0000566486,3/21/2019 18:45,Key Food,44-65 21 STREET,11101,11101,QUEENS,40.747812,-73.947442,998813,211729,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",unknown,yes,no,,,,Navel,Sun Pacific,piece,4,5,,,no,yes,Belinda super quality ,0.79,no,,yes,Astin,2.99,,no,yes,yes,Double diamond farms,1.99,,,,,,,,,no,yes,no,,,,Romaine ,Tanimura & Antle,3 heads in a package ,3.99,,"Various types of packaged lettuce with different prices, but this was the only romaine priced. ",no,yes,no,,,,Idaho ,Town & Country,pound,5,2.99,,,no,yes_,no,,,,80,Lean ground beef,Key Food label (store brand),1.31,4.18,,92% lean ground beef available but not priced. ,no,yes,yes,Cream O Land,2.79,,,,,,,,no,yes,Sunshine Farms ,3.49,no,,yes,yes,Super Bread,2.49,,,,,,
62,FM0000571854,4/24/2019 19:02,Key Food,2326 NOSTRAND AVENUE,11210,11210,BROOKLYN,40.628022,-73.947122,998928,168086,3604015,314,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",unknown,yes,no,,,,Navel ,,piece,4,2,,,no,yes,Ms. Belinda,0.49,no,yes,yes,Giant Berry Farms,3.33,yes,no,yes,yes,Pure flavor ,1.99,,,,,,,,,no,yes,yes,,1.69,,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),4.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Sunshine Farms,1.49,no,,yes,yes,Urban meadow freah ,1.79,,,,,,
