,StoreID,CreationDate,StoreName,StoreAddress,ZCTA,ZIPcode,BoroName,latitude,longitude,Xcoord,Ycoord,Census.2010.PUMA,CD.Code,Census.CD.Name,DiscountCard,OrangesSold,OrangesPrefSold,OrangesBrand,OrangesPrefPrice,OrangesPrefSale,OrangesAlt,OrangesAltBrand,OrangesAltUnit,OrangesAltAmount,OrangesAltPrice,OrangesAltSale,OrangesComments,OrangesOrganic,BananasPrefSold,BananasPrefBrand,BananasPrefPrice,BananasOrganic,BananasPrefSale,StrawberriesPrefSold,StrawberriesPrefBrand,StrawberriesPrefPrice,StrawberriesPrefSale,StrawberriesOrganic,TomatoesSold,TomatoesPrefSold,TomatoesPrefBrand,TomatoesPrefPrice,TomatoesPrefSale,TomatoesAlt,TomatoesAltBrand,TomatoesAltUnit,TomatoesAltAmount,TomatoesAltPrice,TomatoesAltSale,TomatoesComments,TomatoesOrganic,LettuceSold,LettucePrefSold,LettucePrefBrand,LettucePrefPrice,LettucePrefSale,LettuceAlt,LettuceAltBrand,LettuceAltAmount,LettuceAltPrice,LettuceAltSale,LettuceComment,LettuceOrganic,PotatoesSold,PotatoesPrefSold,PotatoesPrefBrand,PotatoesPrefPrice,PotatoesPrefSale,PotatoesAlt,PotatoesAltBrand,PotatoesAltUnit,PotatoesAltAmount,PotatoesAltPrice,PotatoesAltSale,PotatoesComments,PotatoesOrganic,BeefSold,BeefPrefSold,BeefPrefBrand,BeefPrefPrice,BeefPrefSale,BeefAltLean,BeefAlt,BeefAltBrand,BeefAltWeight,BeefAltPrice,BeefAltSale,BeefComment,BeefOrganic,MilkSold,MilkPrefSold,MilkPrefBrand,MilkPrefPrice,MilkPrefSale,MilkAltBrand,MilkAltSize,MilkAltFat,MilkAltPrice,MilkAltSale,MilkComment,MilkOrganic,EggsPrefSold,EggsPrefBrand,EggsPrefPrice,EggsOrganic,EggsPrefSale,BreadSold,BreadPrefSold,BreadPrefBrand,BreadPrefPrice,BreadPrefSale,BreadAlt,BreadAltBrand,BreadAltPrice,BreadAltSale,BreadComment
63,FM0000583693,7/30/2019 18:11,Ozzie's Fresh Market,635 GRAND STREET,11211,11211,BROOKLYN,40.711386,-73.946695,999028,198458,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,Tropicana,piece,1,0.99,,,no,yes,Chiquita,0.79,no,,yes,Well Pict,3.49,,no,yes,yes,,2.49,,,,,,,,,no,yes,yes,,0.98,,,,,,,,no,yes,no,,,,Russet,Green Giant,pound,10,5.99,,,no,yes_,yes,Ozzie's,6.29,,,,,,,,,no,yes,yes,Cream O Land,2.59,,,,,,,,no,yes,Sunshine Farms,2,no,yes,yes,yes,Gold Medal,1.99,,,,,,
64,FM0000596843,4/1/2019 20:41,Fine Fare Supermarkets,1718 MADISON AVENUE,10029,10029,MANHATTAN,40.798265,-73.94612,999168,230111,3603804,111,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",unknown,yes,no,,,,Navel,Sun Pacific,piece,3,1,yes,,no,yes,Dole,0.79,no,yes,yes,Expo Fresh,2.99,yes,no,yes,yes,Intergrow,3,,,,,,,,,no,yes,no,,,,Romaine,Queen Victoria,3 heads,3.99,yes,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,no,,,,85,Sirloin ,Fine Fare label (store brand),0.67,4.68,,,no,yes,yes,Derle Hygrade ,2.49,,,,,,,,no,yes,Crystal Springs,1.89,no,,yes,yes,Gold Medal,1.99,,,,,,
65,FM0000606706,3/27/2019 18:33,Whole Foods Market,100 WEST 125 STREET,10027,10027,MANHATTAN,40.807877,-73.945747,999269,233613,3603803,110,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",unknown,yes,yes,,1.79,,,,,,,,,no,yes,,0.49,no,,yes,Driscoll’s ,3.49,yes,no,yes,yes,Backyard Farms,1.99,,,,,,,,,no,yes,yes,,2.49,,,,,,,,yes,yes,yes,,0.79,,,,,,,,,no,yes_,yes,Nature’s Rancher,10.99,,,,,,,,,yes,yes,yes,365 Everyday Value,2.39,,,,,,,,no,yes,365 Everyday Value,2.99,no,,yes,yes,365 Everyday Value ,2.99,,,,,,
66,FM0000613123,3/14/2019 18:40,Busy Bee Food Exchange ,185 NASSAU AVENUE,11222,11222,BROOKLYN,40.725455,-73.945727,999293,203584,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,1,0.85,,,no,no,,,,,no,,,,,no,,,,,,,,,,,,,yes,no,,,,Romaine,Andy Boy,3 heads,3.49,,,no,yes,yes,,0.69,,,,,,,,,no,yes_,no,,,,,Ground beef (no type),,1.18,6.38,,,no,yes,yes,Cream O Land,2.59,,,,,,,,no,yes,Sauder’s Eggs,1.99,no,,yes,yes,Arnold,2.99,,,,,,
67,FM0000623989,3/21/2019 17:30,Fine Fare Supermarkets ,10-07 41 AVENUE,11101,11101,QUEENS,40.755617,-73.945577,999328,214573,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,4,yes,,no,yes,Del Monte ,0.59,no,yes,no,,,,,yes,no,,,,Plum ,,pound,1,1.29,yes,,no,no,,,,,,,,,,,,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Fine Fare label (store brand),5.99,,,,,,,,,no,yes,yes,Derle Hygrade,2.69,,,,,,,,no,yes,Pine Belt Eggs,2.29,no,,yes,yes,Arnold ,2.5,,,,,,
68,FM0000630124,4/10/2019 19:47,Super Foodtown,1420 FULTON STREET,11216,11216,BROOKLYN,40.6801,-73.944322,999693,187060,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",yes,yes,no,,,,Navel,,piece,3,2,,,no,yes,Chiquita,0.79,no,,yes,Supreme Berry Farms ,3.99,,no,yes,yes,Backyard Farms,1.98,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,1.29,,,,,,,,,no,yes_,yes,Foodtown label (store brand),5.99,,,,,,,,,no,yes,yes,Foodtown ,2.69,,,,,,,,no,yes,Sunshine Farms ,2.29,no,,yes,yes,Nature’s Own ,2.49,yes,,,,,
69,FM0000640940,7/30/2019 19:11,C-Town,330 VIA VESPUCCI,11211,11211,BROOKLYN,40.714034,-73.944294,999693,199423,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,4,5,yes,,no,yes,,0.69,no,,yes,Driscolls,2.5,,no,yes,yes,Intergrow,1.99,,,,,,,,,no,yes,no,,,,Romaine,,1 lb,2.99,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,C Town,6.99,,,,,,,,,no,yes,yes,Cream O Land,2.99,,,,,,,,no,yes,Sunshine Farm,2.19,no,,yes,yes,Krasdale,2.19,,,,,,
70,FM0000654803,4/1/2019 20:42,Foodtown ,756 SAINT NICHOLAS AVENUE,10031,10031,MANHATTAN,40.826046,-73.943279,999948,240233,3603802,109,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,3,2.49,,,no,yes,Dole,0.69,no,,yes,Expo Fresh,3.99,,no,yes,yes,Backyard Farms,2.49,yes,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Rancher’s Legend,5.99,,,,,,,,,no,yes,yes,Tuscan ,2.59,,,,,,,,no,yes,Pine Belt Eggs,2.99,no,,yes,yes,Nature’s Own ,2.5,,,,,,
71,FM0000664829,3/19/2019 19:25,Shop Fair Supermarket,3871 BROADWAY,10032,10032,MANHATTAN,40.836926,-73.942796,1000079,244197,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,8,2,yes,,no,yes,Dole,0.55,no,yes,yes,Berry Boss,2.49,,no,yes,yes,Kinova ,1.99,yes,,,,,,,,no,yes,yes,,1.79,yes,,,,,,,no,yes,no,,,,Russet ,GPOD,pound,10,6.99,yes,,no,yes_,yes,Shop Fair label (store brand),5.99,,,,,,,,,no,yes,yes,Diary Pure,2.49,,,,,,,,no,yes,Jack’s Egg Farm,2.49,no,,yes,yes,Arnold,2.5,,,,,,
72,FM0000669363,7/30/2019 18:39,Bravo Supermarket,769A GRAND STREET,11211,11211,BROOKLYN,40.711782,-73.942532,1000182,198603,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel,Minneola,piece,1,0.99,,,no,yes,,0.49,no,,yes,Driscolls,2.5,yes,no,yes,yes,Intergrow,1.49,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Bravo,6.99,,,,,,,,,no,yes,yes,Cream O Land,2.19,,,,,,,,no,yes,Sunshine Farms,2.19,no,,yes,yes,Sara Lee,2.99,,,,,,
73,FM0000680726,3/21/2019 18:06,Foodcellar Market,43-18 CRESCENT STREET,11101,11101,QUEENS,40.748661,-73.942363,1000220,212039,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,4,5,yes,,no,yes,Chiquita ,0.79,no,,yes,Driscoll’s ,6.99,,no,yes,yes,Global Green Team,1.99,,,,,,,,,no,yes,yes,,2.49,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Foodcellar label (store brand),7.99,,,,,,,,,no,yes,yes,Hood,2.79,,,,,,,,no,yes,Quaker State,2.99,no,,yes,yes,Arnold ,2.99,,,,,,
74,FM0000688457,3/14/2019 20:28,Bravo Supermarket ,785 GRAND STREET,11211,11211,BROOKLYN,40.711864,-73.941706,1000411,198633,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel ,American Lady,pound,4,2.99,yes,,no,yes,Dole,0.69,no,yes,no,,,,,yes,no,,,,Plum,,pound,1,0.99,yes,,no,no,,,,,,,,,,,,yes,yes,,1.29,yes,,,,,,,,no,yes_,yes,Bravo label (store brand),5.99,,,,,,,,,no,no,,,,,,,,,,,,yes,Sunshine Farms,3.99,yes,,yes,yes,Arnold,2.5,,,,,,
75,FM0000698406,6/7/2019 17:42,City Fresh Market ,57 KINGSLAND AVENUE,11211,11211,BROOKLYN,40.718028,-73.940384,1000776,200879,3604001,301,"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,2,1,,,no,yes,Dole,0.39,no,,yes,Foxy ,4.99,,no,yes,yes,Double Diamond Farms ,1.99,,,,,,,,,no,yes,yes,,1.69,,,,,,,,no,yes,yes,,1.19,,,,,,,,,no,yes_,yes,City Fresh market label (store brand),6.99,,,,,,,,,no,yes,yes,Derle Hygrade,2.69,,,,,,,,no,yes,Cherry Valley,2.69,no,,yes,yes,Sara Lee,2.99,,,,,,
76,FM0000704553,4/9/2019 20:10,Aldi,3785 NOSTRAND AVENUE,11235,11235,BROOKLYN,40.59126,-73.940108,1000884,154694,3604016,315,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",unknown,yes,yes,Sun Pacific,0.5,,,,,,,,,no,yes,Chiquita ,0.44,no,,yes,Better Berry,2.69,,no,yes,yes,Intergrow ,1.46,,,,,,,,,no,yes,no,,,,Iceberg ,Dole,1 head,1.39,,,no,yes,yes,Penn’s Own,0.4,,,,,,,,,no,yes_,yes,,3.99,,,,,,,,,no,yes,yes,Friendly Farms,2.19,,,,,,,,no,yes,Goldenhen,1.99,no,,yes,yes,L’oven Fresh,1.49,,,,,,
77,FM0000721765,3/19/2019 19:25,C-Town,1016 SAINT NICHOLAS AVENUE,10032,10032,MANHATTAN,40.83505,-73.939809,1000906,243514,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,4,2,yes,,no,yes,Chiquita,0.59,no,yes,yes,Red Blossom,3.99,yes,no,yes,no,,,,Plum ,,pound,1,1.49,yes,,no,yes,yes,,1.76,,,,,,,,no,yes,no,,,,Russet ,Sunfresh,pound,10,4.99,yes,,no,yes_,yes,C-Town label (store brand),6.09,,,,,,,,,no,yes,no,,,,Cream O Land,1/2 gallon ,whole,2.49,,,no,yes,Eggland’s Best,2.99,no,yes,yes,yes,Stroehmann,2.5,,,,,,
78,FM0000731608,3/19/2019 19:25,Gristedes,4037 BROADWAY,10032,10032,MANHATTAN,40.842265,-73.939282,1001050,246143,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,3,5,,,no,yes,Dole,0.79,no,,yes,Driscoll’s,5.99,,no,yes,yes,Backyard Farms,2.99,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,no,,,,Idaho ,Green Giant ,pound,5,5.99,,,no,yes_,yes,Laura’s Lean Beef,4.99,yes,,,,,,,,no,yes,yes,Tuscan ,2.69,,,,,,,,no,yes,Best Yet,2.89,no,,yes,yes,Arnold ,3.99,yes,,,,,
79,FM0000735149,3/29/2019 18:24,Ideal Food Basket,830 LAFAYETTE AVENUE,11221,11221,BROOKLYN,40.691263,-73.939239,1001100,191128,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,5,5,,,no,yes,Chiquita,0.79,no,,yes,Berry Boss,3.99,,no,yes,yes,Magic Sun,1.99,,,,,,,,,no,yes,yes,,1.67,,,,,,,,no,yes,yes,,1.29,,,,,,,,,no,yes_,yes,Store label (store brand),4.99,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Ideal Fresh Eggs (store brand),1.69,no,,yes,yes,Sara Lee,2.99,,,,,,
80,FM0000743642,3/18/2019 21:47,Shop Fair Supermarket ,4121 CHURCH AVENUE,11203,11203,BROOKLYN,40.651348,-73.938767,1001241,176586,3604010,317,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,2,1,,,no,yes,Dole,0.69,no,,no,,,,,yes,no,,,,Plum,,pound,1,1.69,,,no,yes,yes,,1.49,,,,,,,,no,yes,yes,,0.89,,,,,,,,,no,yes_,yes,Shop fair label (store brand),5.49,,,,,,,,,no,yes,yes,Cream O Land,2.69,,,,,,,,no,yes,Pinebelt,1.99,no,,yes,yes,Arnold ,2.5,,,,,,
81,FM0000757567,4/15/2019 18:02,Best Market,19-30 37 AVENUE,11101,11101,QUEENS,40.758938,-73.938542,1001276,215784,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel ,Paramount ,piece,3,2,yes,,no,yes,Belinda,0.68,yes,yes,yes,Bobalu,2.5,yes,no,yes,yes,Village Farms,1.68,yes,,,,,,,,no,yes,yes,,1.78,,,,,,,,no,yes,yes,,0.89,,,,,,,,,no,yes_,yes,Best Market label (store brand),5.69,,,,,,,,,no,yes,yes,Best Market,2.39,,,,,,,,no,yes,Best Market ,1.79,no,,yes,yes,Arnold,2.5,,,,,,
82,FM0000770013,8/9/2019 18:31,Bravo Supermarket,4138 BROADWAY,10033,10033,MANHATTAN,40.84608,-73.938473,1001273,247533,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,Sunkist,piece,1,1,,,no,yes,Chiquita,0.69,no,,yes,Driscoll's,2.5,yes,no,yes,yes,Bravo,1.99,,,,,,,,,no,yes,yes,,2.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Bravo,4.99,,,,,,,,,no,yes,yes,Milkland Farms,2.19,,,,,,,,no,yes,Bravo,1.99,no,,yes,yes,Holsum,1.99,,,,,,
83,FM0000770014,3/19/2019 19:25,Bravo Supermarket ,4138 BROADWAY,10033,10033,MANHATTAN,40.84608,-73.938473,1001273,247533,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,5,1,yes,,no,yes,Chiquita ,0.69,no,,yes,Berry People,2.99,yes,yes,yes,yes,Bravo label (store brand),1.99,,,,,,,,,no,yes,no,,,,Iceberg ,Bravo label (store brand),1 head,1.99,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,no,,,,75,Ground beef,Bravo label (store brand),1.41,4.92,yes,,no,yes,yes,Midland Farms,2.19,,,,,,,,no,yes,Nelms Eggs,1.99,no,yes,yes,yes,Fiber One,2.49,,,,,,
84,FM0000779315,3/19/2019 19:25,Key Food,1239 SAINT NICHOLAS AVENUE,10032,10032,MANHATTAN,40.843373,-73.938088,1001380,246547,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,,piece,4,3,,,no,yes,Ms. Belinda,0.69,no,,no,,,,,yes,yes,Village Farms,2.99,,,,,,,,,no,yes,no,,,,Romaine,Dole ,3 heads,3.69,,,no,yes,yes,Green Giant,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),6.99,,,,,,,,,no,yes,yes,Farmers Choice,2.79,,,,,,,,no,yes,Eggland’s Best,1.99,no,,yes,yes,Stroehmann ,2.5,,,,,,
85,FM0000782466,4/10/2019 19:47,Fine Fare Supermarkets,476 MARCUS GARVEY BOULEVARD,11216,11216,BROOKLYN,40.680492,-73.937562,1001568,187204,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",unknown,yes,no,,,,Jumbo navel ,,piece,1,1.19,yes,,no,yes,Dole,0.89,no,yes,no,,,,,yes,yes,Delcampo Reserve ,2.99,yes,,,,,,,,no,yes,no,,,,Red leaf,,1 head ,2.99,yes,,no,yes,yes,,1.29,yes,,,,,,,,no,yes_,yes,Meadowland Farms ,5.99,,,,,,,,,no,yes,yes,Cream O Land,2.89,,,,,,,,no,yes,Sunshine Farms ,2.99,no,,yes,yes,Super Bread ,1.99,,,,,,
86,FM0000798613,8/9/2019 17:54, Bravo Supermarket,1331 ST NICHOLAS AVENUE,10033,10033,MANHATTAN,40.846443,-73.935841,1002001,247666,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,Sunkist,piece,1,1,,,no,yes,Chiquita,0.69,no,,yes,Driscoll's,1.99,,no,yes,yes,Intergrow,1.99,,,,,,,,,no,yes,yes,Jersey Fresh,1.49,,,,,,,,no,yes,yes,,1.49,,,,,,,,,no,yes_,yes,Bravo,5.99,,,,,,,,,no,yes,yes,Cream O Land,2.19,,,,,,,,no,yes,Sunshine Farms,1.99,no,,yes,yes,Nature's Own,2.5,yes,,,,,
87,FM0000798623,3/19/2019 19:25,Bravo Supermarket ,1331 SAINT NICHOLAS AVENUE,10033,10033,MANHATTAN,40.846443,-73.935841,1002001,247666,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel,Jaffa Orri,piece,5,5,yes,,no,yes,Del Monte,0.69,no,,yes,Well Pict,2.5,yes,no,yes,yes,Bravo label (store brand),1.89,,,,,,,,,no,yes,no,,,,Iceberg ,Foxy,1 head,1.69,yes,Romaine available but not priced. ,,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Bravo label (store brand),4.99,yes,,,,,,,,no,yes,yes,Midland Farms,2.19,yes,,,,,,,no,yes,Sunshine Farms,1.99,no,yes,yes,yes,Krasdale ,1.99,,,,,,
88,FM0000806256,4/1/2019 20:41,Fine Fare Supermarkets,2330 1 AVENUE,10035,10035,MANHATTAN,40.798278,-73.933731,1002598,230118,3603804,111,"NYC-Manhattan Community District 11--East Harlem PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,3,2,yes,,no,yes,Dole,0.89,no,yes,yes,Well Pict Berries,3.99,,no,yes,yes,Magic Sun,3.49,yes,,,,,,,,no,yes,yes,,1.99,yes,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Fine Fare label (store brand),6.39,,,,,,,,,no,yes,yes,Derle Hygrade,2.39,yes,,,,,,,no,yes,Hillandale Farms,1.67,no,yes,yes,yes,Arnold,2.5,,,,,,
89,FM0000810301,3/18/2019 21:47,Ideal Food Basket,4806 CHURCH AVENUE,11203,11203,BROOKLYN,40.651647,-73.932143,1003079,176696,3604010,317,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",unknown,yes,no,,,,Navel ,Sun Pacific ,piece,2,1,,,no,yes,Dole,0.69,no,,yes,Red Blossom,3.49,,no,yes,yes,Magic Sun,1.49,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Ideal Food Basket (label) store brand,6.99,,,,,,,,,no,yes,yes,Cream O Land,2.29,,,,,,,,no,yes,Ideal Fresh Eggs (store brand),1.69,no,,yes,yes,Ideal (store brand),1.99,,,,,,
90,FM0000824553,3/22/2019 17:52,City Fresh Market,21-15 BROADWAY,11106,11106,QUEENS,40.765115,-73.931475,1003232,218036,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,2,,,no,yes,Dole,0.49,no,yes,yes,Berry Valley,3.99,,no,yes,yes,Magic Sun,1.99,,,,,,,,,no,yes,yes,,2.5,,,,,,,,no,yes,yes,,0.89,,,,,,,,,no,yes_,yes,City Fresh Market label (store brand),6.99,,,,,,,,,no,yes,yes,Derle Hygrade,2.59,,,,,,,,no,yes,Cherry Valley,2.19,no,,yes,yes,Arnold ,2.5,,,,,,
91,FM0000833819,8/6/2019 17:33,Bravo Supermarket,24-18 34 AVENUE,11106,11106,QUEENS,40.761563,-73.931299,1003282,216742,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel Oranges,,piece,1,0.5,,,no,yes,Chiquita,0.69,no,,yes,Foxy,2,yes,no,yes,yes,Canada,1.29,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Bravo Supermarket,5.39,,,,,,,,,no,yes,yes,Derle Farms Hygrade,2.49,,,,,,,,no,yes,Sunshine Farms,1.25,no,,yes,yes,Krasdale,2.19,,,,,,
92,FM0000843060,3/22/2019 18:22,Key Food,30-13 36 AVENUE,11106,11106,QUEENS,40.756877,-73.930358,1003544,215035,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,5,2.99,,,no,no,,,,,yes,GPC,3.99,,no,yes,no,,,,Plum,,pound,1,1.99,,,no,yes,no,,,,Red leaf,,1 head,1.99,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),6.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Sunshine Farms,1.49,no,,yes,yes,Arnold,2.5,,,,,,
93,FM0000852960,3/22/2019 17:35,Trade Fair,23-55 BROADWAY,11106,11106,QUEENS,40.764299,-73.93,1003641,217739,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,Sun Pacific ,piece,6,2,,,no,yes,Dole,0.5,no,,yes,Driscoll’s,5.99,,no,yes,no,,,,Beefsteak,,pound,1,1.49,,,no,yes,no,,,,Romaine ,Ocean Mist,3 heads,3.49,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Trade Fair label (store brand),5.79,,,,,,,,,no,yes,yes,Farmland,2.49,,,,,,,,no,yes,Trade Fair,1.59,no,,yes,yes,Super Bread,2.5,,,,,,
94,FM0000865548,5/17/2019 17:32,Fine Fare Supermarkets,1617 ST NICHOLAS AVENUE,10040,10040,MANHATTAN,40.855415,-73.929286,1003812,250936,3603801,112,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",unknown,yes,no,,,,Navel ,Paramount ,piece,5,5,yes,,no,yes,Chiquita ,0.89,no,,yes,Driscoll’s ,2.5,yes,no,yes,yes,Intergrow ,2.99,,,,,,,,,no,yes,no,,,,Green leaf ,,1 head ,2.49,,,no,yes,yes,,0.79,yes,,,,,,,,no,yes_,yes,Fine fare label (store brand),5.19,,,,,,,,,no,yes,yes,Dairy pure ,2.89,,,,,,,,no,yes,Hillandale Farms ,1.89,no,,yes,yes,Nature’s Own ,2.5,,,,,,
95,FM0000868568,3/29/2019 18:00,Premier Food Fresh Market,1165 BROADWAY,11221,11221,BROOKLYN,40.69295,-73.928106,1004187,191745,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,4,4,yes,,no,yes,Chiquita ,0.89,no,yes,yes,Driscoll’s ,5.99,,no,yes,yes,Nature Fresh Farms,3.99,,,,,,,,,no,yes,yes,,2.49,yes,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Premier food label (store brand),5.99,,,,,,,,,no,yes,yes,Tuscan,2.99,,,,,,,,no,yes,Sunshine Farms ,3.79,no,,yes,yes,Sara Lee,2.99,,,,,,
