,StoreID,CreationDate,StoreName,StoreAddress,ZCTA,ZIPcode,BoroName,latitude,longitude,Xcoord,Ycoord,Census.2010.PUMA,CD.Code,Census.CD.Name,DiscountCard,OrangesSold,OrangesPrefSold,OrangesBrand,OrangesPrefPrice,OrangesPrefSale,OrangesAlt,OrangesAltBrand,OrangesAltUnit,OrangesAltAmount,OrangesAltPrice,OrangesAltSale,OrangesComments,OrangesOrganic,BananasPrefSold,BananasPrefBrand,BananasPrefPrice,BananasOrganic,BananasPrefSale,StrawberriesPrefSold,StrawberriesPrefBrand,StrawberriesPrefPrice,StrawberriesPrefSale,StrawberriesOrganic,TomatoesSold,TomatoesPrefSold,TomatoesPrefBrand,TomatoesPrefPrice,TomatoesPrefSale,TomatoesAlt,TomatoesAltBrand,TomatoesAltUnit,TomatoesAltAmount,TomatoesAltPrice,TomatoesAltSale,TomatoesComments,TomatoesOrganic,LettuceSold,LettucePrefSold,LettucePrefBrand,LettucePrefPrice,LettucePrefSale,LettuceAlt,LettuceAltBrand,LettuceAltAmount,LettuceAltPrice,LettuceAltSale,LettuceComment,LettuceOrganic,PotatoesSold,PotatoesPrefSold,PotatoesPrefBrand,PotatoesPrefPrice,PotatoesPrefSale,PotatoesAlt,PotatoesAltBrand,PotatoesAltUnit,PotatoesAltAmount,PotatoesAltPrice,PotatoesAltSale,PotatoesComments,PotatoesOrganic,BeefSold,BeefPrefSold,BeefPrefBrand,BeefPrefPrice,BeefPrefSale,BeefAltLean,BeefAlt,BeefAltBrand,BeefAltWeight,BeefAltPrice,BeefAltSale,BeefComment,BeefOrganic,MilkSold,MilkPrefSold,MilkPrefBrand,MilkPrefPrice,MilkPrefSale,MilkAltBrand,MilkAltSize,MilkAltFat,MilkAltPrice,MilkAltSale,MilkComment,MilkOrganic,EggsPrefSold,EggsPrefBrand,EggsPrefPrice,EggsOrganic,EggsPrefSale,BreadSold,BreadPrefSold,BreadPrefBrand,BreadPrefPrice,BreadPrefSale,BreadAlt,BreadAltBrand,BreadAltPrice,BreadAltSale,BreadComment
96,FM0000878175,8/6/2019 20:00,Fine Fare Supermarkets,1305 MYRTLE AVENUE,11221,11221,BROOKLYN,40.69798,-73.926326,1004679,193578,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",unknown,yes,no,,,,Navel Orange,Sunkist,piece,1,0.4,yes,,,yes,Chiquita,0.69,no,,yes,Foxy,2.5,,no,yes,yes,Double Diamond Farms,1.99,,,,,,,,,no,yes,yes,,2,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Fine Fare,5.69,,,,,,,,,no,,,,,,,,,,,,,yes,Sunshine Farms,2.29,no,,yes,yes,Gold Medal,2.5,,,,,,
97,FM0000878176,3/29/2019 18:55,Fine Fare Supermarkets ,1305 MYRTLE AVENUE,11221,11221,BROOKLYN,40.69798,-73.926326,1004679,193578,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,5,5,,,no,yes,Chiquita ,0.59,no,yes,yes,Driscoll’s ,5.99,yes,no,yes,yes,Magic Sun,1.99,yes,,,,,,,,no,yes,yes,,2,yes,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Black Canyon ,5.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Sunshine Farms,1.67,no,yes,yes,yes,Nature’s Own,2.49,,,,,,
98,FM0000887273,8/6/2019 20:54,Foodtown,800 JEFFERSON AVENUE,11221,11221,BROOKLYN,40.686128,-73.925243,1004983,189260,3604003,303,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",unknown,yes,no,,,,Navel,Homegrown organic farms,piece,1,1.5,yes,,yes,yes,Chiquita,0.59,no,,yes,Foxy,4.99,yes,no,yes,yes,Nature Fresh Farms,1.99,,,,,,,,,no,yes,yes,,1.49,,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Foodtown,5.99,,,,,,,,,no,yes,yes,Cream O Land,2.29,,,,,,,,no,yes,Sunshine Farms,1.59,no,,yes,yes,Arnold Stoneground,3.69,,,,,,
99,FM0000902352,4/11/2019 16:00,Key Food,885 GERARD AVENUE,10452,10452,BRONX,40.827976,-73.924675,1005096,240940,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,2,,,no,yes,Dole,0.89,no,yes,yes,Beach Street Farms,4.99,yes,no,yes,yes,Village Farms,2.99,yes,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,Green Giant,0.99,yes,,,,,,,,no,yes_,no,,,,85,Ground beef ,Key Food label (store brand),1.385,8.71,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Sunshine Farms,1.99,no,,yes,yes,Urban Meadow,1.99,,,,,,
100,FM0000909767,3/22/2019 18:56,C-Town,34-12 34 AVENUE,11106,11106,QUEENS,40.758455,-73.924671,1005119,215611,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,,piece,6,1.99,yes,,no,yes,Chiquita ,0.59,no,,no,,,,,yes,yes,,2.49,,,,,,,,,no,yes,no,,,,Iceberg ,Ocean mist,1 head,1.99,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,C-Town label (store brand),5.99,,,,,,,,,no,yes,yes,Derle Hygrade ,1.99,,,,,,,,no,yes,Sunshine Farms,1.69,no,,yes,yes,Krasdale,1.99,,,,,,
101,FM0000915882,3/29/2019 17:36,Foodtown,1291 BROADWAY,11221,11221,BROOKLYN,40.69081,-73.924333,1005234,190966,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",unknown,yes,no,,,,Navel,,piece,6,2,,,no,yes,Chiquita ,0.59,no,yes,yes,Driscoll’s,5.99,,yes,yes,yes,Backyard Farms,2.49,yes,,,,,,,,no,yes,yes,Foxy ,1.99,yes,,,,,,,no,yes,yes,Green Giant,0.8,,,,,,,,,no,yes_,yes,Rancher’s Legend,6.19,,,,,,,,,no,yes,yes,Cream O Land,1.99,,,,,,,,no,yes,Mitlitsky Eggs,1.19,no,,yes,yes,Nature’s Own,2.49,,,,,,
102,FM0000930297,3/13/2019 15:13,Pioneer Supermarket,250 WILLIS AVENUE,10454,10454,BRONX,40.809294,-73.922739,1005638,234134,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,5,,,no,no,,,,,yes,GPC,0.99,,no,yes,no,,,,Plum,,pound,1,1.99,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,no,,,,,,,,,,,,,yes,yes,Derle Hygrade,2.39,,,,,,,,no,yes,Mitlitskg Eggs,2.69,no,,no,,,,,,,,,
103,FM0000939968,3/13/2019 19:14,Fine Fare Supermarkets,675 MORRIS AVENUE,10451,10451,BRONX,40.820467,-73.921371,1006013,238205,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,3,2,,,no,yes,Dole,0.5,no,,yes,Red Blossom ,2.99,,no,yes,no,,,,Plum,,pound,1,1.69,,,no,no,,,,,,,,,,,,yes,yes,Green Giant,0.6,,,,,,,,,no,yes_,yes,Fine Fare label (store brand),5.19,,,,,,,,,no,yes,yes,Cream O Land,2.79,,,,,,,,no,yes,Nelms Eggs,1.5,no,,yes,yes,Nature’s Own,2.49,,,,,,
104,FM0000950216,4/11/2019 16:21,Fine Fare Supermarkets,59 EAST 167 STREET,10452,10452,BRONX,40.835507,-73.920612,1006218,243685,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,5,2,,,no,yes,Bonita,0.79,no,,yes,Bobalu,5.99,,no,yes,yes,Magic Sun,2.79,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,1.19,,,,,,,,,no,yes_,yes,Fine fare label (store brand),5.29,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Nelms Eggs ,2.19,no,,yes,yes,Arnold,2.5,,,,,,
105,FM0000957862,8/1/2019 19:43,Key Food,32-15 NEWTOWN AVENUE,11102,11102,QUEENS,40.766699,-73.920156,1006367,218616,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,,piece,4,5,yes,,no,yes,Belinda,0.79,no,,yes,Driscolls,2.98,,no,yes,no,,,,On the vine,Verano,pound,2.99,4.16,,,no,yes,yes,,0.98,,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food,5.69,yes,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Key Food,1.39,no,,yes,yes,Urban Meadow,1.89,,,,,,
106,FM0000968205,3/13/2019 15:43,C-Town,228 BROOK AVENUE,10454,10454,BRONX,40.807233,-73.91945,1006549,233384,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,4,2,yes,,no,yes,Dole,0.59,no,yes,yes,Berry Boss,2.99,yes,no,yes,no,,,,Plum,,pound,1,0.99,yes,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,C-Town label (store brand),3.99,yes,,,,,,,,no,no,,,,,,,,,,,,yes,Mitlitsy Eggs,2.59,no,yes,yes,yes,Stroehmann ,2.5,yes,,,,,
107,FM0000975369,8/1/2019 20:32,Key Food,46-02 QUEENS BOULEVARD,11104,11104,QUEENS,40.743129,-73.918546,1006821,210029,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",unknown,yes,no,,,,Navel,Sunkist,piece,5,4,,,no,yes,Belinda,0.59,no,,yes,Driscolls,2,,no,yes,yes,Verano,1.29,,,,,,,,,no,yes,yes,,0.98,,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food,6.49,,,,,,,,,no,yes,yes,Cream O Land,2.19,,,,,,,,no,yes,Sunshine Farms,0.89,no,yes,yes,yes,Stroehmann Dutch Country,2.5,yes,,,,,
108,FM0000987176,3/13/2019 16:22,C-Town,256 ST ANN'S AVENUE,10454,10454,BRONX,40.807174,-73.917229,1007164,233363,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,5,1.99,yes,,no,yes,Dole,0.59,no,,yes,Driscoll’s,3.99,,no,yes,yes,C-Town label (store brand),2.49,,,,,,,,,yes,no,,,,,,,,,,,,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,C-Town label (store brand),5.99,,,,,,,,,no,yes,no,,,,Derle Hygrade,Gallon ,1,3.99,yes,The $3.99 1 gallon of 1% cow’s milk was the only milk priced for cow’s milk. ,no,yes,Mitlitsky Eggs,1.89,no,,yes,yes,Pepperidge Farm,2.99,,,,,,
109,FM0000987210,8/2/2019 15:35,Pioneer Supermarket,256 ST ANN'S AVENUE,10454,10454,BRONX,40.807174,-73.917229,1007164,233363,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,,piece,1,0.5,,,no,yes,Dole,0.59,no,,yes,Driscolls,3.49,,no,yes,no,,,,On the vine,Pioneer Market,pound,1,1.69,,,no,yes,no,,,,Green leaf lettuce,,1 bunch,1.99,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,no,,,,,,Pioneer supermarket,2.16,4.89,yes,,no,yes,yes,Derle Farms Hygrade,2.39,,,,,,,,no,yes,Egglands best,4.29,no,,yes,yes,Holsum,2,yes,,,,,
110,FM0000998583,3/28/2019 19:28,C-Town,1750 DR MARTIN LUTHER KING JR BLVD,10453,10453,BRONX,40.849322,-73.917079,1007191,248719,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",unknown,yes,no,,,,Navel,Sunkist,piece,3,2,yes,,no,yes,Dole,0.89,no,yes,yes,Berry Boss,6.49,yes,no,yes,yes,C-Town label (store brand),2.49,,,,,,,,,no,yes,yes,,1.99,yes,,,,,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Black Canyon Cattle Company,4.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,yes,,,,,,,no,yes,Nelms Eggs,2.49,no,yes,yes,yes,Super Bread ,2.99,,,,,,
111,FM0001006662,8/2/2019 17:10,Key Food,760 MELROSE AVENUE,10451,10451,BRONX,40.821431,-73.915289,1007696,238558,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,Sunkist,piece,1,1,yes,,no,yes,Belinda,0.69,no,,yes,Foxy,2.5,yes,no,yes,yes,Double Diamond Farms,0.99,,,,,,,,,no,yes,yes,,0.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,no,,,,80,Chuck,Key Food,1,3.99,,,no,yes,yes,Cream O Land,2.69,,,,,,,,no,yes,Sunshine Farms,2.19,no,yes,yes,yes,Urban Meadow,1.99,,,,,,
112,FM0001006663,3/13/2019 19:14,Key Food ,760 MELROSE AVENUE,10451,10451,BRONX,40.821431,-73.915289,1007696,238558,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,Sunkist,piece,4,2,,,no,yes,Del Monte,0.69,no,,yes,C-B-I,2.99,,no,yes,no,,,,Plum,,pound,1,0.99,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),3.99,,,,,,,,,no,yes,yes,Cream O Land,2.69,,,,,,,,no,yes,Sunshine Farms,1.67,no,yes,yes,yes,Nature’s Own,2.49,,,,,,
113,FM0001016954,4/11/2019 17:10,Food Universe,148 EAST 170 STREET,10452,10452,BRONX,40.839055,-73.914663,1007863,244979,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",unknown,yes,no,,,,Navel,,piece,2,1,,,no,yes,Dole,0.69,no,yes,yes,Foxy ,2,yes,no,yes,yes,Bellflower ,2.49,yes,,,,,,,,no,yes,no,,,,Romaine ,Food universe label (store brand),3 small heads (no weight),1.49,,,no,yes,yes,,0.99,yes,,,,,,,,no,yes_,yes,Food universe label (store brand),5.81,,,,,,,,,no,yes,yes,Cream O Land,2.59,,,,,,,,no,yes,Jack’s Egg Farm,2.49,no,,yes,yes,Nature’s Own,2.5,,,,,,
114,FM0001026771,4/11/2019 16:45,Fine Fare Supermarkets,49 EAST MOUNT EDEN AVENUE,10452,10452,BRONX,40.843934,-73.913728,1008120,246757,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",unknown,yes,no,,,,Navel,,piece,5,4,,,no,yes,Dole,0.89,no,,no,,,,,yes,yes,,3.29,,,,,,,,,no,yes,no,,,,Iceberg ,Ocean mist farms,1 head,1.49,,,no,yes,yes,,1.29,,,,,,,,,no,yes_,yes,Fine fare label (store brand),5.69,,,,,,,,,no,yes,yes,Derle Hygrade,2.99,,,,,,,,no,yes,Nelms Farms,2.29,no,,yes,yes,Sara Lee,1.99,,,,,,
115,FM0001029980,3/29/2019 17:09,Super Pioneer Supermarket,1657 BROADWAY,11207,11207,BROOKLYN,40.684618,-73.913458,1008252,188713,3604002,304,"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",unknown,yes,no,,,,Navel,Sunkist ,piece,6,1.99,yes,,no,yes,Chiquita,0.5,no,yes,yes,Berry Valley,3.99,,no,yes,no,,,,Plum ,,pound,1,0.99,,,no,yes,yes,,2.99,yes,,,,,,,no,yes,yes,,1.29,yes,,,,,,,,no,yes_,yes,Pioneer label (store brand),5.99,yes,,,,,,,,no,yes,yes,Cream O Land,2.79,,,,,,,,no,yes,Nelms Eggs,2.79,no,yes,yes,yes,Arnold ,2.59,,,,,,
116,FM0001044775,8/2/2019 17:33,Foodtown,3100 3 AVENUE,10451,10451,BRONX,40.821566,-73.912106,1008577,238608,3603710,201,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",unknown,yes,no,,,,Navel,,piece,1,1,yes,,no,yes,Dole,0.69,no,,yes,Driscolls,2.99,,no,yes,yes,Double Diamond Farms,3.49,,,,,,,,,no,yes,yes,,1.49,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Foodtown,6.99,,,,,,,,,no,yes,yes,Tuscan Dairy Farms,2.69,,,,,,,,no,yes,Nelms Eggs,1.66,no,,yes,yes,Holsum,2,,,,,,
117,FM0001053388,4/15/2019 19:13,Key Food,22-15 31 STREET,11105,11105,QUEENS,40.775838,-73.911043,1008888,221948,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel ,,piece,4,2,,,no,yes,Mrs. Belinda,0.79,no,,yes,Pacific Coast Produce ,2.99,yes,no,yes,yes,Double Diamond Farms,1.99,,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Key Food label (store brand),6.29,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Key Food,1.79,no,,yes,yes,Super Bread,2.49,,,,,,
118,FM0001065161,3/28/2019 19:27,Key Food,1791 WALTON AVENUE,10453,10453,BRONX,40.848015,-73.909927,1009170,248245,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",unknown,yes,no,,,,Navel ,,piece,5,5,yes,,no,yes,Belinda Superior Quality,0.69,no,,yes,Astin,3.49,yes,no,yes,yes,Maas,1.99,yes,,,,,,,,no,yes,yes,,2.49,yes,,,,,,,no,yes,yes,Green Giant ,0.99,yes,,,,,,,,no,yes_,yes,Key Food label (store brand),2.99,,,,,,,,,no,yes,yes,Cream O Land,2.29,,,,,,,,no,yes,Key Food,1.99,no,,yes,yes,Urban Meadow Fresh,1.99,,,,,,
119,FM0001073369,3/13/2019 19:13,C-Town,3220 3 AVENUE,10456,10451,BRONX,40.82348,-73.909043,1009424,239306,3603705,203,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",unknown,yes,no,,,,Navel,Sunskist ,piece,5,1.99,,,no,no,,,,,yes,Guynn Family,2.5,,no,yes,no,,,,Plum,,pound,1,0.99,,,no,yes,no,,,,Iceberg ,Dole,1 head ,3.99,,,no,yes,yes,Green Giant ,0.89,,,,,,,,,no,yes_,yes,C-Town label (store brand),6.59,,,,,,,,,no,yes,yes,Cream O Land ,2.59,,,,,,,,no,no,,,,,yes,yes,Stroehmann ,2.5,,,,,,
120,FM0001081893,4/15/2019 18:50,Trade Fair,37-11 DITMARS BOULEVARD,11105,11105,QUEENS,40.773758,-73.907327,1009918,221191,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel ,Sunkist ,piece,7,2,,,no,yes,Dole,0.69,no,,yes,Driscoll’s ,4.99,,no,yes,yes,Village Farms,1.99,,,,,,,,,no,yes,yes,,1.5,,,,,,,,no,yes,yes,,0.79,,,,,,,,,no,yes_,yes,Trade Fair label (store brand),5.99,,,,,,,,,no,yes,yes,Midland Farms,2.49,,,,,,,,no,yes,Trade Fair,0.99,no,yes,yes,yes,Nature’s Own ,2.5,,,,,,
121,FM0001093434,4/8/2019 20:18,Bravo ,248 EAST 174 STREET,10457,10457,BRONX,40.844692,-73.906863,1010019,247035,3603708,204,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",unknown,yes,no,,,,Navel,Sunkist ,piece,4,1,yes,,no,yes,Dole,0.79,no,yes,yes,Well Pict ,4.99,yes,no,yes,no,,,,Plum,,pound,1,0.99,yes,,no,yes,yes,,2.49,yes,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Bravo label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.49,,,,,,,,no,yes,Jack’s Egg Farm,2.49,no,yes,yes,yes,Stroehmann,2.5,,,,,,
122,FM0001103393,3/28/2019 19:28,Food Universe Marketplace ,148 EAST BURNSIDE AVENUE,10453,10453,BRONX,40.852452,-73.904629,1010634,249863,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",unknown,yes,no,,,,Navel,,piece,5,5,,,no,yes,Del Monte,0.59,no,,yes,Beach Street Farms,5.49,,no,yes,yes,Del Campo,1.99,yes,,,,,,,,no,yes,yes,,1.99,,,,,,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Food universe marketplace label (store brand),5.99,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,no,,,,,yes,yes,Sara Lee,1.99,,,,,,
123,FM0001110329,4/15/2019 18:33,Berry Fresh Farms,43-26 DITMARS BOULEVARD,11105,11105,QUEENS,40.771238,-73.903792,1010898,220274,3604101,401,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",unknown,yes,no,,,,Navel,CCH,piece,5,1,,,no,yes,Chiquita,0.69,no,,yes,Driscoll’s ,1.99,,no,yes,yes,Policella,1.69,,,,,,,,,no,yes,yes,,0.99,,,,,,,,no,yes,yes,,0.79,,,,,,,,,no,yes_,yes,Berry Fresh Farms label (store brand),4.99,,,,,,,,,no,yes,yes,Midland Farms ,2.49,,,,,,,,no,yes,Quaker State,2.79,no,,yes,yes,Arnold,2.5,,,,,,
124,FM0001121376,4/8/2019 20:18,C-Town,3690 3 AVENUE,10456,10456,BRONX,40.834976,-73.90353,1010945,243496,3603705,203,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",unknown,yes,no,,,,Navel,Booth Ranchers,piece,4,2,,,no,yes,Chiquita ,0.79,no,,yes,Well Pict ,4.59,,no,yes,yes,Magic Sun,2.99,yes,,,,,,,,no,yes,yes,,1.89,,,,,,,,no,yes,yes,,1.09,,,,,,,,,no,yes_,yes,C-Town label (store brand),4.99,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Mitlitsky Eggs,1.67,no,,yes,yes,Krasdale ,1.5,,,,,,
125,FM0001127564,8/1/2019 21:15,Key Food,61-10 QUEENS BOULEVARD,11377,11377,QUEENS,40.741347,-73.903226,1011067,209384,3604109,402,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",unknown,yes,no,,,,Navel,,piece,4,5,yes,,no,yes,Belinda,0.69,no,,yes,Driscoll,3.98,,yes,yes,yes,Nature Fresh,1.99,,,,,,,,,no,yes,yes,,0.98,,,,,,,,no,yes,yes,Green Giant,0.99,,,,,,,,,no,yes_,yes,Key Food,5.99,,,,,,,,,no,yes,yes,Cream O Land,2.39,,,,,,,,no,yes,Sunshine Farms,1.6,no,yes,yes,yes,Urban Meadow,1.89,,,,,,
126,FM0001141681,4/12/2019 19:34,Associated Supermarket,125 WEST KINGSBRIDGE ROAD,10468,10468,BRONX,40.86885,-73.902621,1011183,255838,3603701,208,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",unknown,yes,no,,,,Large navel ,,piece,3,2,,,no,yes,Del Monte ,0.79,no,,yes,Ocean spray ,3.49,,no,yes,yes,Village Farms ,1.79,,,,,,,,,no,yes,no,,,,Romaine ,Dole,3 heads ,2.99,,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Associated label (store brand),5.79,,,,,,,,,no,yes,yes,Dairy Pure,2.69,,,,,,,,no,yes,Pine Belt ,1.99,no,,yes,yes,Sara Lee,2.5,,,,,,
127,FM0001151266,4/12/2019 19:34,C-Town,2891 SEDGWICK AVENUE,10468,10468,BRONX,40.87486,-73.901314,1011542,258028,3603701,208,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",unknown,yes,no,,,,Navel,Sun Pacific ,piece,6,1.99,yes,,no,yes,Dole,0.79,no,,yes,Driscoll’s ,4.99,,no,yes,no,,,,Cherry ,Red sun ,pound,0.5625,1.99,,1 package (9oz or .5625 lbs.) of cherry tomatoes. ,no,yes,no,,,,Romaine ,Dole,3 heads,3.99,yes,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,Meadowland Farms ,4.99,yes,,,,,,,,no,yes,yes,Cream O Land,2.29,,,,,,,,no,yes,Nelms Eggs,1.59,no,yes,yes,yes,Sara Lee,2.99,,,,,,
128,FM0001160416,4/8/2019 20:18,C-Town,309 EAST BURNSIDE AVENUE,10457,10457,BRONX,40.850588,-73.901133,1011602,249185,3603707,205,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",unknown,yes,no,,,,Navel,,piece,6,1.99,yes,,no,yes,Chiquita ,0.79,no,,yes,Red Blossom ,2.5,,no,yes,no,,,,Plum,,pound,1,0.88,yes,,no,yes,no,,,,Iceberg ,Ocean Mist,1 head,1.5,yes,,no,yes,yes,,0.99,,,,,,,,,no,yes_,yes,C-Town label (store brand),5.99,,,,,,,,,no,yes,yes,Farmer’s Choice Dairy,2.49,,,,,,,,no,yes,Jack’s Egg Farm,1.99,no,,yes,yes,Nature’s Own,2.5,,,,,,
